avion,voiture,oiseau,chat,cerf,chien,grenouille,cheval,bateau,camion,target-0,target-1,target-2,target-3,target-4,target-5,target-6,target-7,target-8,target-9,instance_id
-14.749193,-13.560271,-9.086701,-8.327503,-11.421201,-3.8601866,-8.484861,-10.793975,-15.342429,-14.417491,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12
-14.2611885,-12.667082,-7.984643,-11.710802,-12.886546,-8.5976715,-11.805864,-1.4687128,-14.109929,-14.779439,0.0,0.0,0.0,0.0,0.019607844,0.0,0.0,0.98039216,0.0,0.0,13
-13.025827,-8.350584,-13.200021,-13.927208,-19.038692,-12.277012,-14.000566,-16.66802,-14.14306,-2.992053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14
-9.831942,-11.936621,-8.403721,-10.976609,-11.370214,-10.375168,-9.656607,-11.012465,-4.107085,-13.433517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98,0.0,15
-13.120032,-12.835318,-8.731478,-9.212938,-14.01198,-3.0287552,-11.396688,-12.447426,-13.547625,-13.5980015,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16
-12.406654,-10.680529,-8.843886,-9.82089,-12.078077,-8.727156,-12.659463,-2.8536758,-11.514649,-12.597424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17
-10.485268,-12.150275,-9.689109,-11.230417,-13.638643,-11.59808,-13.396015,-11.924752,-1.5349598,-12.255995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18
-14.582839,-12.268478,-6.137345,-11.38281,-13.589992,-8.846604,-1.4155083,-11.906352,-13.840484,-15.125888,0.0,0.0,0.0,0.020408163,0.0,0.0,0.97959185,0.0,0.0,0.0,19
-12.792063,-10.275695,-9.369189,-10.40844,-11.127318,-8.703993,-11.8991165,-2.4960566,-12.499822,-11.7184725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20
-5.397489,-10.174422,-3.8202572,-9.907692,-13.26592,-8.716143,-9.669687,-11.711147,-8.836365,-13.1824465,0.82,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
-13.137216,-12.682602,-6.271857,-9.915711,-1.8066158,-8.790987,-9.068394,-9.620806,-12.388563,-14.377106,0.0,0.0,0.0,0.0,0.88235295,0.0,0.09803922,0.019607844,0.0,0.0,22
-11.808908,-6.954499,-12.393244,-13.7428055,-14.585276,-11.82592,-15.179552,-14.401098,-10.812917,-5.3441453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23
-16.327332,-12.895786,-13.220866,-12.704919,-15.31806,-5.423036,-15.69421,-11.735236,-17.637968,-16.378399,0.0,0.0,0.019607844,0.0,0.0,0.9607843,0.019607844,0.0,0.0,0.0,24
-12.967266,-14.338863,-6.0476356,-8.9176,-13.726996,-9.298153,-12.651325,-10.694339,-15.236177,-13.662781,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25
-15.641419,-13.331698,-10.454613,-10.6114025,-3.6466417,-10.971617,-13.098031,-11.644838,-14.140842,-15.335495,0.0,0.0,0.0,0.019607844,0.9411765,0.019607844,0.0,0.019607844,0.0,0.0,26
-2.2397919,-11.183983,-7.1848164,-13.193224,-15.557992,-11.303418,-10.907097,-13.873744,-11.494748,-12.99553,0.96153843,0.01923077,0.0,0.0,0.0,0.0,0.0,0.0,0.01923077,0.0,27
-8.781416,-4.632307,-9.760158,-9.589835,-13.185889,-9.336491,-11.475488,-11.3074465,-9.690416,-4.795742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28
-15.925831,-12.958563,-7.937624,-10.104285,-12.8832,-8.876886,0.4062214,-12.329676,-14.466268,-15.233213,0.0,0.0,0.01923077,0.0,0.0,0.0,0.9807692,0.0,0.0,0.0,29
-16.953066,-13.340382,-8.120026,-11.524372,-14.531829,-9.161347,-1.4314213,-12.7947645,-14.759318,-15.655326,0.0,0.0,0.0,0.0,0.0,0.018867925,0.9811321,0.0,0.0,0.0,30
-12.932332,-11.657296,-8.340401,-8.977812,-12.08323,-5.2190037,-8.618681,-10.431656,-13.467703,-13.894865,0.0,0.0,0.0,0.06,0.0,0.92,0.0,0.02,0.0,0.0,31
-14.027313,-13.131121,-6.2168484,-8.495783,-5.982802,-5.8104863,-8.235086,-8.898142,-14.4829,-14.036111,0.0,0.0,0.0,0.0,0.26,0.66,0.0,0.08,0.0,0.0,32
-12.617477,-12.782102,-8.414318,-9.2819805,-9.627578,-2.800662,-10.462642,-10.922947,-14.411798,-14.052287,0.0,0.0,0.0,0.019607844,0.0,0.98039216,0.0,0.0,0.0,0.0,33
-11.05418,-7.812477,-10.632546,-12.612231,-14.019141,-11.8573475,-13.801801,-11.985014,-10.3369875,-3.2672749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34
-13.80962,-13.542059,-5.9874487,-10.102671,-12.116186,-9.616806,-8.108171,-11.390228,-17.189505,-14.115589,0.0,0.0,0.88235295,0.039215688,0.0,0.019607844,0.039215688,0.0,0.019607844,0.0,35
-13.32112,-12.147539,-7.7666917,-9.881817,-4.178837,-4.477852,-12.000985,-1.7197542,-13.758851,-14.012949,0.0,0.0,0.0,0.0,0.78431374,0.0,0.0,0.21568628,0.0,0.0,36
-7.727544,-3.4521399,-8.854918,-10.13879,-13.936216,-9.531837,-11.177295,-10.605659,-5.7250233,-2.670292,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,37
-12.750391,-8.105085,-12.511229,-12.755281,-15.78355,-12.015862,-16.133121,-13.674337,-10.27846,-6.0435767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38
-12.8361845,-12.004787,-9.452849,-9.991115,-13.398585,-4.7848864,-10.152983,-13.749537,-13.240846,-13.89916,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,39
-10.514879,-12.569014,-6.744261,-10.896784,-6.026468,-9.104242,-8.691792,-9.131617,-10.962427,-14.726005,0.0,0.0,0.0,0.0,0.9607843,0.0,0.019607844,0.019607844,0.0,0.0,40
-12.895904,-12.5463,-7.687964,-12.677045,-12.993796,-10.118144,-5.4284368,-11.209038,-12.88595,-13.55673,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,41
-13.21827,-13.46066,-6.447655,-10.17687,-12.667316,-7.6684375,-10.733133,-11.116123,-13.988226,-15.403172,0.0,0.0,0.0,0.018867925,0.0,0.9811321,0.0,0.0,0.0,0.0,42
-15.114228,-11.916653,-6.811329,-9.661085,-14.8202915,-8.474058,-2.3813171,-13.45897,-15.586731,-14.245154,0.0,0.0,0.019607844,0.0,0.0,0.0,0.98039216,0.0,0.0,0.0,43
-3.6149836,-12.526306,-8.135809,-11.24352,-16.130507,-11.509625,-14.319799,-15.037366,-11.019359,-14.741508,0.96,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44
-13.175639,-8.575589,-12.138517,-14.6467705,-16.780548,-13.452141,-16.542747,-14.86039,-13.730534,-3.4880762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45
-12.74022,-12.0245075,-4.309536,-7.6733594,-9.645418,-7.0727916,-8.320585,-10.743256,-13.36512,-13.429751,0.0,0.0,0.32,0.46,0.02,0.16,0.04,0.0,0.0,0.0,46
-7.840585,-9.964174,-8.948793,-12.207729,-14.591336,-11.261314,-11.959273,-11.744735,-6.924423,-11.098613,0.0,0.05882353,0.0,0.0,0.0,0.0,0.0,0.0,0.50980395,0.43137255,47
-14.069601,-12.784085,-7.9966784,-11.315382,-12.369623,-9.596867,-11.65197,-2.779171,-14.712936,-14.833482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,48
-12.9857025,-11.262666,-6.4826345,-10.254102,-12.906812,-7.9272237,0.18223572,-10.349756,-12.3370695,-12.768422,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,49
-8.638168,-7.6533184,-10.231087,-11.422811,-15.213596,-11.21859,-12.8990555,-11.622541,-8.522654,-3.7267208,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,50
-10.043867,-11.163041,-8.463487,-9.982206,-12.822521,-10.152605,-10.205947,-11.647476,-3.7280645,-10.875957,0.04,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.92,0.02,51
-7.0980587,-13.453549,-6.942437,-14.040978,-14.628967,-12.5723715,-12.799819,-14.423301,-15.060413,-16.004284,0.9811321,0.018867925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52
-13.656045,-11.6945915,-7.7974124,-8.462956,-11.387359,-6.806811,-7.4343424,-10.953408,-14.209824,-13.737487,0.0,0.0,0.09615385,0.7692308,0.0,0.057692308,0.07692308,0.0,0.0,0.0,53
-7.5615478,-10.741494,-10.959489,-11.775667,-14.039082,-13.183086,-12.688723,-13.523908,-1.7971601,-10.260465,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,54
-8.923012,-9.713648,-6.2373586,-10.320602,-13.291401,-10.509209,-10.068121,-9.259888,-1.2340002,-13.521549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,55
-15.85967,-12.909114,-10.5608425,-10.824272,-13.78702,-10.00593,-14.082671,-4.1037426,-14.405448,-16.202883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.02,56
-10.7878895,-11.135113,-6.7824917,-8.853623,-10.463022,-2.7787895,-8.376262,-5.3363256,-11.130653,-12.380274,0.0,0.017857144,0.017857144,0.0,0.0,0.0,0.0,0.96428573,0.0,0.0,57
-13.024267,-11.661922,-7.9082623,-9.218481,-1.6025572,-6.35942,-9.683933,-8.505539,-12.879322,-14.1053095,0.0,0.0,0.03846154,0.0,0.86538464,0.01923077,0.0,0.07692308,0.0,0.0,58
-12.082649,-10.221621,-6.2335234,-8.058832,-9.12675,-4.275608,-5.588171,-7.681836,-11.866221,-12.751877,0.0,0.0,0.0,0.27450982,0.039215688,0.11764706,0.5686275,0.0,0.0,0.0,59
-13.599277,-12.374592,-6.7476487,-10.02692,-11.000673,-8.546048,-10.924135,-1.9046669,-14.449307,-14.425432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60
-12.129835,-11.719139,-7.1717334,-7.31297,-13.105587,-3.7446318,-9.349591,-9.766135,-13.438324,-12.38535,0.019607844,0.0,0.0,0.9607843,0.0,0.019607844,0.0,0.0,0.0,0.0,61
-14.611266,-11.291673,-6.894035,-9.880388,-13.740922,-9.558525,-1.7546396,-12.5843725,-14.4074335,-13.459378,0.0,0.0,0.019607844,0.019607844,0.0,0.0,0.9607843,0.0,0.0,0.0,62
-12.145015,-10.595507,-7.830546,-5.8973827,-12.925513,-6.890862,-8.73819,-11.124715,-12.524759,-12.59977,0.0,0.0,0.01923077,0.8269231,0.0,0.03846154,0.115384616,0.0,0.0,0.0,63
-14.34587,-12.082855,-5.585297,-9.904942,-12.256606,-7.096818,-0.92992496,-10.614561,-13.689167,-14.69421,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,64
-13.4269705,-14.993334,-1.1757612,-9.228586,-13.784194,-11.288732,-10.155038,-13.665555,-16.683626,-17.465635,0.0,0.0,0.98039216,0.0,0.0,0.0,0.019607844,0.0,0.0,0.0,65
-9.096134,-3.5441103,-11.397544,-11.178808,-11.798065,-10.236223,-11.415468,-11.159146,-9.954251,-7.064003,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
-11.439627,-14.120871,-0.16106224,-8.631928,-13.362092,-9.96187,-9.239,-11.833609,-11.577427,-16.562544,0.0,0.0,0.98,0.0,0.0,0.0,0.02,0.0,0.0,0.0,67
-13.004436,-11.816122,-7.402145,-7.551147,-10.810445,-5.162125,-9.825207,-10.123884,-13.000777,-13.544991,0.0,0.0,0.01923077,0.40384614,0.03846154,0.48076922,0.0,0.01923077,0.03846154,0.0,68
-14.245059,-13.421686,-8.195375,-10.883835,-11.727187,-10.328211,-12.305528,-2.7327604,-14.312071,-15.6570015,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.94,0.0,0.0,69
-11.1003475,-14.048105,-1.6758947,-10.485271,-14.852682,-10.303177,-12.069706,-13.421508,-13.496283,-15.81982,0.0,0.0,0.9591837,0.020408163,0.0,0.020408163,0.0,0.0,0.0,0.0,70
-17.450813,-12.285486,-8.421504,-10.020346,-14.269159,-8.485,-1.285243,-12.682209,-15.797898,-15.079049,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,71
-9.415766,-10.716513,-9.108523,-12.049385,-13.050681,-11.1150055,-11.997414,-12.774248,-2.6006565,-11.317488,0.020408163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97959185,0.0,72
-7.1982245,-9.915377,-9.4899845,-9.883993,-13.323147,-11.164493,-11.943215,-12.372945,-1.0644474,-11.753322,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,73
-6.427888,-6.7900324,-7.5868483,-9.916999,-10.956913,-9.011236,-8.515543,-7.7865596,-6.878839,-8.275283,0.84313726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09803922,0.05882353,74
-12.015709,-14.885025,-0.67993736,-8.604034,-13.386582,-9.637075,-10.8068075,-11.748154,-15.296332,-16.623638,0.0,0.0,0.98039216,0.0,0.0,0.019607844,0.0,0.0,0.0,0.0,75
-8.4038925,-8.045899,-7.9060755,-10.531045,-14.634597,-11.042601,-12.80312,-11.184707,-6.5301614,-7.1237183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98,76
-13.329358,-13.0836,-8.738463,-7.6982794,-14.358368,-6.254729,-9.511714,-12.743339,-15.080854,-14.723174,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77
-12.867155,-12.954935,-7.0456934,-8.313204,-13.383652,-6.548571,-9.30191,-10.713339,-13.892948,-12.592929,0.0,0.0,0.0,0.9607843,0.0,0.039215688,0.0,0.0,0.0,0.0,78
-7.758518,-9.421911,-9.068803,-10.375052,-14.083889,-11.045411,-10.83916,-12.41185,-1.213624,-10.249933,0.0,0.01923077,0.0,0.0,0.0,0.0,0.0,0.0,0.9807692,0.0,79
-8.082674,-9.828148,-10.133106,-11.259143,-13.385746,-12.282804,-11.367051,-12.64465,-1.5940466,-11.978351,0.019607844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98039216,0.0,80
-10.674713,-5.526443,-14.043488,-12.492882,-17.234735,-12.469976,-14.219405,-14.0356865,-10.551735,-10.949408,0.02,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81
-11.921473,-2.5943937,-9.908902,-12.674129,-16.281681,-10.628278,-15.779927,-12.120109,-11.818248,-11.095053,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82
-9.74675,-9.981755,-7.238899,-8.421135,-10.254114,-8.082265,-10.222683,-1.5619764,-11.32262,-10.65482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,83
-11.272383,-10.974046,-3.756856,-8.056396,-9.520263,-3.531273,-7.56248,-6.0774813,-11.841928,-12.950377,0.0,0.0,0.93877554,0.020408163,0.0,0.020408163,0.020408163,0.0,0.0,0.0,84
-14.64781,-13.94069,-10.103516,-10.619114,-12.79604,-3.6342907,-11.517228,-9.174269,-15.128073,-14.695436,0.0,0.0,0.0,0.0,0.018867925,0.9245283,0.018867925,0.018867925,0.0,0.018867925,85
-9.898464,-13.5596075,-3.935216,-10.633501,-10.9037285,-8.807946,-9.4888735,-9.842867,-12.400526,-14.01848,0.0,0.01923077,0.48076922,0.057692308,0.03846154,0.09615385,0.115384616,0.0,0.15384616,0.03846154,86
-9.427443,-9.510955,-6.036941,-8.497695,-8.195031,-5.4979544,-6.949433,-3.0087576,-10.161875,-10.049814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,87
-9.654954,-11.193188,-9.066631,-8.247675,-13.663663,-10.430646,-12.227515,-12.550614,-3.7663555,-12.904349,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,88
-10.321282,-7.155164,-12.571248,-11.481073,-15.297136,-12.340166,-14.353168,-13.619438,-9.049229,-5.044897,0.0,0.01923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9807692,89
-1.5962124,-9.2484865,-8.608717,-11.21292,-15.826497,-11.807187,-13.6669445,-12.999066,-8.791422,-10.769208,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,90
-12.716423,-14.198722,-6.9076014,-8.231524,-12.723773,-7.356295,-8.204509,-11.644108,-14.329062,-14.356241,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,91
-9.275129,-11.430333,-9.68385,-10.544715,-14.388096,-11.497235,-11.493508,-13.829823,-3.3439417,-11.425716,0.019607844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9607843,0.019607844,92
-17.653852,-13.104016,-9.060173,-10.937248,-16.794607,-10.312857,-0.56626034,-13.500302,-14.412515,-16.325975,0.0,0.0,0.0,0.0,0.0,0.01923077,0.9807692,0.0,0.0,0.0,93
-14.728639,-12.535451,-6.25819,-10.726704,-0.9406538,-9.397439,-10.12933,-9.777498,-14.435964,-15.669647,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,94
-13.203394,-11.638844,-6.6023593,-9.92184,-10.12867,-9.233587,-2.875307,-11.032371,-12.638617,-13.767934,0.0,0.0,0.0,0.0,0.019607844,0.0,0.98039216,0.0,0.0,0.0,95
-15.992881,-13.843194,-4.458353,-11.57682,-12.81946,-10.357574,-5.24505,-14.450671,-16.088358,-17.306181,0.0,0.0,0.02,0.0,0.0,0.0,0.98,0.0,0.0,0.0,96
-2.6286125,-10.653753,-4.940825,-11.349642,-12.240801,-9.904196,-9.145593,-11.911517,-10.1218815,-13.050995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97
-3.1974516,-12.004093,-9.707294,-12.5850315,-17.06172,-13.194701,-15.400119,-15.984993,-11.0758705,-15.062847,0.9807692,0.01923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98
-11.914311,-10.813772,-7.8303685,-9.083073,-11.673023,-8.008396,-11.640139,-1.4056835,-11.574154,-13.425031,0.0,0.0,0.0,0.0,0.01923077,0.0,0.0,0.9807692,0.0,0.0,99
-14.337122,-12.010637,-7.043188,-11.316358,-1.2757282,-9.157448,-11.538825,-8.8471985,-14.377532,-14.615315,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100
-15.367823,-14.333217,-9.860279,-10.108715,-14.013716,-4.774273,-9.606413,-11.704104,-14.543578,-17.027746,0.0,0.0,0.0,0.0,0.020408163,0.97959185,0.0,0.0,0.0,0.0,101
-16.097485,-14.49604,-9.081322,-10.535651,-15.646425,-10.827333,-2.0307941,-14.388165,-16.569176,-16.022406,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,102
-13.559924,-12.193379,-7.7990174,-7.4886413,-9.469112,-6.905569,-9.16575,-11.732582,-13.360362,-13.789047,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,103
-9.503458,-2.9097147,-10.0222,-11.069632,-15.61466,-11.496164,-11.429946,-10.714748,-9.750755,-9.655049,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104
-11.233734,-3.002777,-10.286774,-12.990636,-13.7198,-11.941472,-12.461931,-10.461521,-10.546957,-9.070704,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105
-12.738293,-13.196963,-7.349975,-9.837822,-12.056485,-8.423559,-9.120245,-13.162881,-12.267895,-15.108297,0.0,0.0,0.0,0.98039216,0.0,0.0,0.019607844,0.0,0.0,0.0,106
-12.480097,-11.575554,-4.30192,-9.753522,-10.7030735,-7.7824216,-3.23884,-10.220449,-11.805877,-13.597696,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,107
-8.556173,-9.599229,-8.965021,-11.548813,-13.918502,-11.627898,-11.495774,-12.657804,-3.2125816,-12.903528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,108
-13.343033,-12.896622,-8.485271,-10.079252,-12.185965,-7.6414323,-13.316897,-2.2831125,-14.037163,-14.8029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,109
-15.151236,-13.417231,-9.051249,-11.804675,-4.2335014,-8.944508,-13.921727,-8.536938,-15.498131,-14.558996,0.0,0.0,0.0,0.0,0.96153843,0.01923077,0.0,0.01923077,0.0,0.0,110
-7.312697,-10.636061,-6.773371,-11.697499,-13.570538,-10.420986,-10.015325,-12.465803,-9.673784,-12.96643,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111
-15.050559,-12.530927,-6.8078794,-10.639214,-15.16351,-10.559861,-3.1184864,-13.353269,-13.612951,-14.602273,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,112
-12.205041,-14.363575,-1.3928652,-8.831233,-12.215875,-10.166327,-8.709364,-12.838357,-13.237949,-15.91046,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113
-12.025015,-5.1654496,-13.375752,-15.424105,-14.712609,-15.061937,-13.82156,-13.127537,-10.462584,-10.442966,0.0,0.98039216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019607844,114
-13.258692,-12.564948,-8.190118,-8.3088875,-14.153258,-7.8245335,-7.7557454,-12.01159,-13.7002325,-13.283397,0.0,0.0,0.0,0.9811321,0.0,0.018867925,0.0,0.0,0.0,0.0,115
-4.017872,-12.522783,-5.248729,-12.402911,-11.627826,-11.16939,-12.795225,-11.240082,-10.203551,-14.011988,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116
-11.561469,-10.735317,-7.0479484,-10.006998,-3.0244427,-9.055983,-10.011775,-8.814419,-11.285962,-11.67097,0.020408163,0.0,0.0,0.0,0.8979592,0.0,0.0,0.040816326,0.0,0.040816326,117
-8.806149,-10.615002,-3.20751,-9.608022,-9.83277,-6.971849,-5.3355584,-7.417441,-9.374354,-11.067902,0.0,0.0,0.84313726,0.0,0.0,0.0,0.15686275,0.0,0.0,0.0,118
-14.336664,-14.683989,-8.76051,-12.819179,-13.359946,-8.380351,-12.136071,-6.830597,-14.784942,-15.304126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,119
-2.3906212,-8.146305,-6.6114073,-7.8115587,-11.482091,-9.0693445,-10.634693,-10.74527,-0.952158,-7.693137,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,120
-11.05007,-12.047131,-6.269408,-6.328771,-12.234526,-5.5243783,-7.9437523,-11.192251,-12.585609,-12.901848,0.0,0.019607844,0.0,0.92156863,0.0,0.039215688,0.0,0.0,0.0,0.019607844,121
-12.456216,-3.1936312,-9.964886,-11.255734,-14.185933,-11.47617,-12.7223625,-12.432599,-13.4115095,-10.915045,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122
-13.78774,-12.671284,-2.6415424,-9.674463,-10.318434,-10.4798765,-10.83726,-11.796797,-14.400499,-14.999864,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123
-8.737245,-9.508313,-9.187405,-10.421321,-13.918553,-11.022715,-8.593188,-12.67009,-2.1380005,-8.910751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98039216,0.019607844,124
-7.710755,-11.679225,-7.521042,-12.254497,-13.254352,-11.307037,-11.041796,-11.586988,-8.980444,-12.10403,0.94,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.02,0.0,125
-10.545235,-11.8678875,-10.245148,-10.28985,-14.250717,-11.852613,-12.981071,-14.136383,-1.7833271,-11.130715,0.020408163,0.0,0.0,0.0,0.0,0.0,0.020408163,0.0,0.9591837,0.0,126
-13.716549,-13.282265,-4.3186474,-9.069449,-8.573279,-8.0906925,-10.452564,-10.944366,-14.7860565,-14.6428175,0.0,0.0,0.18181819,0.6545454,0.018181818,0.14545454,0.0,0.0,0.0,0.0,127
-11.662564,-11.366195,-7.5372696,-8.149845,-10.570335,-4.2445927,-6.628656,-10.030197,-12.96492,-13.637975,0.0,0.0,0.0,0.06,0.0,0.94,0.0,0.0,0.0,0.0,128
-10.7830925,-12.681477,-0.3464632,-7.463627,-10.472569,-7.9023623,-7.783896,-10.076178,-13.197957,-14.989892,0.04,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129
