飞机,汽车,鸟,猫,鹿,狗,青蛙,马,船,卡车,target-0,target-1,target-2,target-3,target-4,target-5,target-6,target-7,target-8,target-9,instance_id
25.614456,23.453876,25.234503,25.977776,25.901407,27.11951,25.54968,25.008228,26.09337,24.954054,0.0,0.0,0.0,0.06,0.0,0.92,0.0,0.02,0.0,0.0,31
23.630957,20.247244,23.0257,24.533772,23.420404,23.929136,23.294159,22.873821,23.747137,22.08412,0.0,0.0,0.0,0.0,0.26,0.66,0.0,0.08,0.0,0.0,32
23.964184,20.445757,24.735783,24.651924,24.28355,26.054928,24.052439,23.395674,24.694214,21.898348,0.0,0.0,0.0,0.019607844,0.0,0.98039216,0.0,0.0,0.0,0.0,33
21.411129,24.411642,21.71712,19.583975,21.6381,20.771841,20.974125,20.76906,22.057516,23.520943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34
23.73887,19.725634,23.793001,23.4815,23.836226,24.012396,23.394255,22.678324,23.966333,21.377861,0.0,0.0,0.88235295,0.039215688,0.0,0.019607844,0.039215688,0.0,0.019607844,0.0,35
23.754927,19.724985,23.276598,22.104404,23.944342,24.768269,23.281576,22.431438,24.010136,21.374466,0.0,0.0,0.0,0.0,0.78431374,0.0,0.0,0.21568628,0.0,0.0,36
21.135103,24.67359,21.774414,19.75938,21.22481,20.502441,20.758266,21.434868,21.605175,23.84822,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,37
21.46544,23.271374,22.074375,19.566177,21.379387,20.151274,21.25959,21.41014,21.955662,23.85774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38
24.30193,21.650442,25.118938,23.335508,24.673315,26.369915,24.147604,24.087831,25.489326,22.928923,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,39
23.398441,21.512838,23.861906,22.485994,23.380917,22.811838,22.953981,22.336391,23.656588,22.033245,0.0,0.0,0.0,0.0,0.9607843,0.0,0.019607844,0.019607844,0.0,0.0,40
22.88707,20.509386,23.554655,22.479027,23.073101,22.710047,22.860575,21.942053,23.527058,21.57368,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,41
24.944723,22.461758,25.638584,24.755352,25.390335,24.806051,25.393127,25.10839,25.922129,23.34358,0.0,0.0,0.0,0.018867925,0.0,0.9811321,0.0,0.0,0.0,0.0,42
24.840734,21.997871,24.228546,24.7234,24.805862,24.688107,24.459396,23.517553,24.680567,23.11335,0.0,0.0,0.019607844,0.0,0.0,0.0,0.98039216,0.0,0.0,0.0,43
22.049969,21.587,22.744684,20.033932,21.97574,21.056036,21.684452,22.186108,22.546864,22.581581,0.96,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44
21.399426,24.701265,22.22887,20.133453,21.705423,21.05667,21.423965,21.464457,22.31138,24.34212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45
23.992691,21.555796,24.122833,27.787569,24.346304,25.39461,23.816303,23.352573,24.680645,22.645947,0.0,0.0,0.32,0.46,0.02,0.16,0.04,0.0,0.0,0.0,46
21.852667,24.43786,22.68216,20.296267,21.828995,21.022617,21.953112,21.604538,22.495861,23.384647,0.0,0.05882353,0.0,0.0,0.0,0.0,0.0,0.0,0.50980395,0.43137255,47
22.477818,19.119223,22.923594,20.905098,22.622799,22.921747,21.598059,21.6004,22.915108,20.158539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,48
25.07106,22.417576,25.04966,23.37077,24.900648,24.937305,25.29977,24.011032,25.599531,23.483831,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,49
21.199202,23.30946,22.168013,19.770695,21.411598,20.454557,21.443893,21.352531,21.98613,23.052979,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,50
21.367336,21.104937,22.08407,19.135826,21.084543,20.152859,21.081856,21.785051,21.707354,21.864677,0.04,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.92,0.02,51
24.158318,22.912014,23.702053,22.776842,24.293463,23.911484,24.143766,23.440485,24.487759,24.065977,0.9811321,0.018867925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52
23.103848,19.814701,23.352085,25.519482,23.231533,23.782873,22.594007,21.885004,23.484735,20.9379,0.0,0.0,0.09615385,0.7692308,0.0,0.057692308,0.07692308,0.0,0.0,0.0,53
21.803848,19.798475,22.23281,18.90754,21.670628,20.722303,21.347507,20.856056,22.236279,21.18631,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,54
22.589699,19.291441,23.1657,19.57619,22.081352,21.0683,22.354609,22.276352,23.147348,20.683176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,55
22.432995,20.40305,23.188969,21.040483,22.282133,22.27997,21.90169,22.041296,22.793802,20.914988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.02,56
23.31916,22.404474,23.701008,23.335135,23.426489,23.60405,22.955395,22.358303,24.024082,22.908346,0.0,0.017857144,0.017857144,0.0,0.0,0.0,0.0,0.96428573,0.0,0.0,57
23.959293,22.683163,24.152746,24.784706,23.877737,24.552576,23.968073,23.61674,24.73139,23.305326,0.0,0.0,0.03846154,0.0,0.86538464,0.01923077,0.0,0.07692308,0.0,0.0,58
23.185362,22.057238,24.055532,24.22814,23.227554,23.171564,23.436298,22.897406,24.218004,22.338694,0.0,0.0,0.0,0.27450982,0.039215688,0.11764706,0.5686275,0.0,0.0,0.0,59
23.624607,20.018227,23.845606,21.836216,23.52473,23.634766,22.916761,23.02563,23.52969,21.217485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60
23.886332,21.056416,24.930481,27.640778,24.302061,25.563478,23.667374,23.245853,24.61933,22.391954,0.019607844,0.0,0.0,0.9607843,0.0,0.019607844,0.0,0.0,0.0,0.0,61
24.654793,22.24213,24.939365,25.02018,24.938704,24.475918,24.60276,23.927086,25.228266,23.257584,0.0,0.0,0.019607844,0.019607844,0.0,0.0,0.9607843,0.0,0.0,0.0,62
24.848227,22.185907,26.306253,27.086819,25.001633,24.79974,24.921894,24.313585,25.381016,23.767618,0.0,0.0,0.01923077,0.8269231,0.0,0.03846154,0.115384616,0.0,0.0,0.0,63
24.07559,21.339657,24.318943,24.674128,24.201597,24.463224,23.936188,23.098614,24.542141,22.200977,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,64
21.972708,17.470938,21.920555,19.926245,21.970957,21.872423,21.842632,21.104918,22.541296,19.279943,0.0,0.0,0.98039216,0.0,0.0,0.0,0.019607844,0.0,0.0,0.0,65
23.287382,26.546991,24.114685,22.11232,23.84921,23.652895,23.498493,23.242113,24.63768,25.907915,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
24.758867,21.4449,25.185648,22.934107,25.021912,24.929525,24.7098,23.836855,25.506636,22.625675,0.0,0.0,0.98,0.0,0.0,0.0,0.02,0.0,0.0,0.0,67
21.752329,20.464302,22.619352,22.822548,22.127382,21.914255,21.660923,21.337334,22.645105,20.705608,0.0,0.0,0.01923077,0.40384614,0.03846154,0.48076922,0.0,0.01923077,0.03846154,0.0,68
22.32182,20.46052,22.628744,20.722351,22.471617,22.427145,21.97626,22.219599,22.814842,21.000761,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.94,0.0,0.0,69
24.419998,20.982925,24.521381,24.658455,24.654339,25.110325,24.022787,23.189655,24.909237,22.198084,0.0,0.0,0.9591837,0.020408163,0.0,0.020408163,0.0,0.0,0.0,0.0,70
24.485785,21.516058,24.594229,24.797176,24.572155,24.673574,24.590725,23.536959,24.960821,22.853485,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,71
22.951345,21.806393,23.130135,20.340097,23.192194,22.438696,22.780956,22.205942,23.190186,23.257484,0.020408163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97959185,0.0,72
20.775366,19.258904,21.432178,18.531633,20.733467,19.81011,20.576782,20.306744,21.408651,20.824137,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,73
22.17861,22.868965,22.62104,20.103191,22.115046,21.384768,22.101624,22.420677,22.585285,23.451212,0.84313726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09803922,0.05882353,74
24.353975,19.571945,24.614017,22.269716,24.355503,23.723791,23.866793,23.090143,24.640392,20.992317,0.0,0.0,0.98039216,0.0,0.0,0.019607844,0.0,0.0,0.0,0.0,75
22.446367,25.094614,22.881628,20.570522,22.686481,21.56316,22.800764,22.283678,23.106157,24.582357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98,76
23.820152,21.330564,24.548025,27.086214,23.939379,24.33831,23.626188,23.045374,24.327866,22.50015,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77
24.532146,22.230465,25.41069,26.548784,24.70983,25.180626,24.725182,23.896797,25.115612,23.390038,0.0,0.0,0.0,0.9607843,0.0,0.039215688,0.0,0.0,0.0,0.0,78
22.536171,22.005249,22.751709,20.729664,22.497059,21.711657,22.139456,21.870672,23.0758,22.44585,0.0,0.01923077,0.0,0.0,0.0,0.0,0.0,0.0,0.9807692,0.0,79
24.34196,22.984854,24.833765,21.791334,23.622293,22.675789,24.14333,24.666391,24.607603,24.31496,0.019607844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98039216,0.0,80
22.050568,24.71113,21.16765,20.057728,22.456884,21.792772,21.672192,20.30437,22.437805,24.57525,0.02,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81
22.906858,25.082905,23.24448,21.223597,23.117035,22.429327,22.856157,22.498753,23.822014,24.254795,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82
23.233086,21.7841,23.01652,21.142515,22.79154,21.983576,22.7022,22.000868,22.750608,22.388712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,83
23.04948,20.549772,23.49452,23.921711,23.467754,24.09836,22.76847,21.910624,23.759478,21.16701,0.0,0.0,0.93877554,0.020408163,0.0,0.020408163,0.020408163,0.0,0.0,0.0,84
22.509441,19.807375,23.001677,23.155893,23.18548,23.612812,22.336992,22.126194,23.244549,20.541515,0.0,0.0,0.0,0.0,0.018867925,0.9245283,0.018867925,0.018867925,0.0,0.018867925,85
22.049498,20.619814,22.829037,22.101404,22.301249,21.91041,21.989502,21.487068,22.892883,20.684883,0.0,0.01923077,0.48076922,0.057692308,0.03846154,0.09615385,0.115384616,0.0,0.15384616,0.03846154,86
22.743044,20.788717,23.560534,22.898716,22.733625,23.1179,22.068478,22.333475,23.11293,20.859406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,87
22.264252,21.00491,23.026747,19.28384,22.107119,21.459087,21.832212,22.249315,22.720371,22.102697,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,88
21.630953,23.457,22.505104,19.687284,21.686022,21.006895,21.656296,21.37911,22.148193,23.378664,0.0,0.01923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9807692,89
23.366114,22.86145,22.91427,21.718676,23.015274,22.56702,22.777958,23.002274,23.153778,23.575623,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,90
24.20622,20.7299,24.474068,27.919048,24.147549,24.649652,23.753836,23.153751,24.633432,22.311655,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,91
20.988712,21.436655,21.728601,18.95524,20.998707,19.85064,20.822739,20.771381,21.831665,22.05359,0.019607844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9607843,0.019607844,92
23.350534,20.537098,23.756813,22.503342,23.660534,23.646402,23.038511,22.254309,23.974878,21.365906,0.0,0.0,0.0,0.0,0.0,0.01923077,0.9807692,0.0,0.0,0.0,93
23.930662,19.121716,23.425447,21.634506,23.838634,23.937937,23.3375,22.46264,24.030102,21.119774,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,94
24.500996,21.260061,24.472864,23.570234,24.72298,24.233032,24.253399,22.996784,24.93456,22.398903,0.0,0.0,0.0,0.0,0.019607844,0.0,0.98039216,0.0,0.0,0.0,95
23.947006,20.253267,23.699135,22.228579,23.902134,23.504635,23.697182,22.656172,24.385206,22.09942,0.0,0.0,0.02,0.0,0.0,0.0,0.98,0.0,0.0,0.0,96
23.876684,21.436722,24.037178,21.437607,23.929996,23.24375,23.973894,24.200659,24.394602,23.423191,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97
22.760147,21.810587,23.008057,19.260187,22.664186,21.387165,22.519653,22.216383,23.484272,23.090107,0.9807692,0.01923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98
22.35755,20.540113,22.768946,21.081242,22.430164,22.5177,21.841873,21.752306,22.755947,21.012178,0.0,0.0,0.0,0.0,0.01923077,0.0,0.0,0.9807692,0.0,0.0,99
24.166937,21.158726,23.612392,22.472878,24.118212,24.497557,23.726841,23.004803,24.386606,22.251322,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100
23.68383,21.21534,23.837364,23.858526,24.35789,25.875334,23.511192,23.13427,24.55847,22.370867,0.0,0.0,0.0,0.0,0.020408163,0.97959185,0.0,0.0,0.0,0.0,101
24.293903,21.307251,24.691042,22.850878,24.509808,24.416382,24.391327,22.77059,24.798275,22.297295,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,102
24.317648,22.052162,25.184122,27.279118,24.294838,24.53085,24.389244,23.920927,25.109116,22.600554,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,103
23.557693,27.081299,24.256405,21.870508,23.86994,23.106667,23.414612,23.823256,24.403013,26.354677,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104
22.757484,25.524443,23.259531,20.51907,23.041212,21.659351,22.671795,22.11587,23.453743,24.98989,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105
23.930536,20.407934,24.12598,26.952127,23.589954,24.598547,23.913994,22.565844,24.581661,21.806408,0.0,0.0,0.0,0.98039216,0.0,0.0,0.019607844,0.0,0.0,0.0,106
21.321024,19.297495,22.171719,21.174002,21.637136,21.025444,21.093176,20.980259,22.093454,19.75442,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,107
22.822859,21.335915,23.364199,21.520906,22.564564,21.849895,22.573574,21.893484,23.271633,22.059145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,108
24.071957,21.308466,24.447315,23.401266,24.09828,24.167593,23.44545,23.182436,24.369312,22.063168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,109
24.033493,19.983265,23.83845,24.519411,24.237839,24.985884,23.703243,22.73469,24.225805,21.546122,0.0,0.0,0.0,0.0,0.96153843,0.01923077,0.0,0.01923077,0.0,0.0,110
25.27167,22.980158,25.15668,23.735754,25.051426,24.418037,24.62769,24.8667,24.841286,23.276134,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111
24.98949,22.304409,25.18178,23.80934,25.306961,24.757668,25.305223,23.54808,25.393932,23.596508,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,112
22.460375,21.052717,23.02607,21.705048,22.740744,22.239103,22.311905,22.124432,23.208416,21.263622,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113
22.37082,25.49838,22.628933,21.09261,22.625423,22.230978,22.264168,22.175163,23.156973,24.983395,0.0,0.98039216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019607844,114
24.161404,22.332308,24.555113,28.06004,24.281372,24.977264,24.277813,23.147432,24.603754,23.245937,0.0,0.0,0.0,0.9811321,0.0,0.018867925,0.0,0.0,0.0,0.0,115
22.195051,21.309652,22.532583,19.870005,22.071047,21.61371,21.765097,21.759363,22.540657,22.247427,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116
22.82555,21.684008,22.895283,21.308008,22.92585,22.81312,22.248627,22.390598,23.218895,21.895622,0.020408163,0.0,0.0,0.0,0.8979592,0.0,0.0,0.040816326,0.0,0.040816326,117
24.338146,23.630766,24.4298,23.880016,24.39163,24.510513,24.537777,23.846167,24.718073,23.966814,0.0,0.0,0.84313726,0.0,0.0,0.0,0.15686275,0.0,0.0,0.0,118
23.00526,19.375053,22.817833,21.033678,22.859673,21.616646,22.470009,21.989483,22.942928,20.550613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,119
22.67566,21.580101,22.96243,19.894178,22.32821,21.658302,22.320063,22.34377,22.855646,22.451267,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,120
25.146957,22.139225,25.912962,28.472826,25.482697,26.182264,25.095085,24.113443,25.716915,23.453545,0.0,0.019607844,0.0,0.92156863,0.0,0.039215688,0.0,0.0,0.0,0.019607844,121
23.88584,27.593575,24.717997,22.153526,24.251041,23.124529,23.82427,24.411736,25.012892,26.417414,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122
23.669525,20.899618,23.463133,21.78873,23.703598,23.971281,22.98848,22.611923,23.948618,21.397205,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123
22.907524,22.171188,23.297388,20.601171,22.95618,22.021275,22.63679,22.856499,23.388582,23.146446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98039216,0.019607844,124
21.797783,20.274763,21.774065,19.794039,21.818476,21.28763,21.841022,20.74157,22.086166,21.639908,0.94,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.02,0.0,125
21.865011,20.856775,22.066216,19.886215,21.75697,20.817734,21.769962,21.687536,22.26197,22.208342,0.020408163,0.0,0.0,0.0,0.0,0.0,0.020408163,0.0,0.9591837,0.0,126
23.96328,20.700945,24.352104,26.710445,24.088522,24.964191,23.713507,23.052109,24.497803,21.955984,0.0,0.0,0.18181819,0.6545454,0.018181818,0.14545454,0.0,0.0,0.0,0.0,127
22.138796,19.522623,23.317987,25.102402,22.454353,23.58955,22.280714,21.645393,23.333302,20.880133,0.0,0.0,0.0,0.06,0.0,0.94,0.0,0.0,0.0,0.0,128
24.222103,21.313543,24.242735,22.715927,24.480791,23.979296,24.29823,23.349882,24.78935,22.584524,0.04,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129
24.897575,20.395554,24.289097,24.601675,24.884317,25.714731,24.378279,23.773441,25.042051,22.146282,0.0,0.0,0.0,0.0,0.9591837,0.020408163,0.0,0.020408163,0.0,0.0,130
21.222214,24.737995,22.054546,19.71795,21.497202,20.506624,21.286448,20.98385,22.367006,23.545572,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131
19.65974,20.440577,20.489546,17.146292,19.723751,18.927946,19.072887,20.274847,20.725273,20.234081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98275864,0.01724138,132
21.107914,23.641144,22.191406,19.958588,21.585777,20.476751,20.67901,21.266851,22.070005,23.277843,0.0,0.018181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9818182,133
23.177948,26.495436,23.852379,21.920223,23.347967,22.18592,23.39911,22.77736,24.056692,25.380655,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134
24.81337,20.67202,25.191011,23.28839,24.990412,24.932653,24.668152,23.866154,25.232628,22.023846,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135
21.833447,24.631659,22.7018,20.599306,21.947737,20.761898,21.627157,22.094917,22.952066,23.676214,0.0,0.01923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9807692,136
23.249166,21.374067,23.839552,21.640133,23.255167,23.195623,22.856157,22.27572,23.873621,21.830584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,137
24.226679,21.0486,24.57825,22.807426,24.27743,23.93135,24.113613,23.474358,24.811073,22.21511,0.0,0.0,0.97959185,0.0,0.020408163,0.0,0.0,0.0,0.0,0.0,138
21.54994,23.948298,22.087467,19.051289,21.515665,20.894432,21.333065,21.379051,21.939293,23.714115,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,139
24.289406,21.721727,24.281612,26.795292,24.380999,24.631783,24.239803,23.444534,24.677954,22.999718,0.0,0.0,0.0,0.01923077,0.0,0.0,0.9807692,0.0,0.0,0.0,140
25.442595,22.062956,25.365976,27.4964,25.642834,26.17634,25.10349,24.558964,25.804218,23.50504,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,141
25.561419,22.582552,25.567276,24.525906,25.671383,25.492891,25.753874,24.204073,26.200241,23.801619,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,142
25.421974,22.30678,26.234886,28.752268,25.161463,25.955704,25.058832,24.543758,26.050833,23.824484,0.0,0.0,0.0,0.9607843,0.019607844,0.019607844,0.0,0.0,0.0,0.0,143
22.863733,20.477585,23.0271,21.217571,22.871954,22.393064,22.555632,22.162437,23.2974,22.080193,0.0,0.0,0.020408163,0.0,0.0,0.0,0.0,0.0,0.97959185,0.0,144
23.650213,22.12467,24.50764,23.008736,23.911575,24.250637,23.505102,23.485847,24.398972,22.330544,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.98,0.0,0.0,145
