airplane,automobile,bird,cat,deer,dog,frog,horse,ship,truck,target-0,target-1,target-2,target-3,target-4,target-5,target-6,target-7,target-8,target-9,instance_id
-12.862256,-13.957011,-9.159403,-8.316102,-11.99299,-2.2835484,-11.062708,-10.898481,-13.1610565,-13.130043,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16
-12.3615675,-11.928441,-9.604328,-10.255399,-11.06559,-9.119616,-12.1701565,-2.1108103,-12.030937,-12.226444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17
-10.282607,-13.484841,-10.848547,-11.537228,-13.657417,-12.646646,-14.416207,-12.760395,-0.8216343,-11.700947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18
-13.747455,-14.044119,-6.7944727,-9.664457,-11.802679,-8.697756,-1.2930412,-11.142028,-13.010956,-15.076463,0.0,0.0,0.0,0.020408163,0.0,0.0,0.97959185,0.0,0.0,0.0,19
-12.848298,-12.358622,-10.036371,-9.96858,-9.838992,-8.839424,-11.67084,-2.1545753,-13.121644,-11.38408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20
-4.2803383,-11.726453,-6.273466,-10.277481,-12.292134,-9.104507,-10.391476,-11.47755,-7.2361135,-12.75606,0.82,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
-12.644241,-14.612012,-6.819889,-10.858899,-2.0330725,-8.576717,-8.890345,-9.053522,-11.779903,-13.345219,0.0,0.0,0.0,0.0,0.88235295,0.0,0.09803922,0.019607844,0.0,0.0,22
-11.633469,-7.5719647,-14.681836,-14.036093,-15.363922,-13.211845,-15.5113535,-15.18031,-10.805799,-4.7864094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23
-16.45519,-14.487761,-13.793558,-11.725823,-13.990883,-5.2954454,-15.25432,-11.264485,-18.19996,-16.119856,0.0,0.0,0.019607844,0.0,0.0,0.9607843,0.019607844,0.0,0.0,0.0,24
-12.639717,-16.167473,-5.233806,-10.223814,-12.851101,-9.333588,-12.492979,-9.1392565,-14.376387,-13.349174,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25
-15.81911,-16.32307,-11.365038,-13.942531,-3.6746655,-11.294828,-13.278491,-11.302562,-14.744679,-14.360241,0.0,0.0,0.0,0.019607844,0.9411765,0.019607844,0.0,0.019607844,0.0,0.0,26
-1.8209677,-12.410898,-9.155815,-12.763028,-15.044864,-11.522063,-11.34369,-14.159997,-9.868198,-11.830667,0.96153843,0.01923077,0.0,0.0,0.0,0.0,0.0,0.0,0.01923077,0.0,27
-9.107438,-4.938701,-11.4621525,-11.094833,-12.93684,-10.08181,-11.524983,-11.319965,-11.046116,-4.8786974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28
-15.521652,-14.37414,-8.623989,-10.01182,-11.720763,-8.916402,0.38250828,-11.517116,-14.8164,-15.224766,0.0,0.0,0.01923077,0.0,0.0,0.0,0.9807692,0.0,0.0,0.0,29
-16.25396,-14.891066,-8.62352,-10.3515625,-13.537519,-9.28228,-1.3348923,-12.107954,-14.649377,-15.438911,0.0,0.0,0.0,0.0,0.0,0.018867925,0.9811321,0.0,0.0,0.0,30
-12.669216,-13.566677,-8.827221,-7.3420763,-10.551128,-4.8033905,-8.705935,-9.587589,-12.796415,-13.504704,0.0,0.0,0.0,0.06,0.0,0.92,0.0,0.02,0.0,0.0,31
-13.854022,-15.443855,-6.645969,-4.608531,-3.571556,-4.9532356,-8.059002,-7.726271,-13.824896,-13.871305,0.0,0.0,0.0,0.0,0.26,0.66,0.0,0.08,0.0,0.0,32
-12.668289,-14.630427,-9.167211,-5.0127964,-7.4838896,-2.1167364,-10.27292,-9.5252495,-13.225134,-13.977769,0.0,0.0,0.0,0.019607844,0.0,0.98039216,0.0,0.0,0.0,0.0,33
-11.166923,-7.6471767,-12.139499,-12.341225,-14.210705,-12.63778,-14.139141,-11.604523,-8.330065,-2.2219152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34
-13.934882,-15.635362,-6.072651,-6.0707664,-11.452332,-9.381147,-7.680245,-10.366546,-14.774128,-13.87133,0.0,0.0,0.88235295,0.039215688,0.0,0.019607844,0.039215688,0.0,0.019607844,0.0,35
-13.291719,-13.796511,-8.469357,-7.8763404,-1.5443039,-3.9638443,-12.146742,-1.1816359,-13.433403,-13.626669,0.0,0.0,0.0,0.0,0.78431374,0.0,0.0,0.21568628,0.0,0.0,36
-8.182611,-2.9479532,-11.334736,-11.042953,-14.036556,-10.259825,-11.49347,-11.49973,-6.6333137,-2.2385397,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,37
-12.181257,-8.346301,-14.347343,-13.752242,-15.696714,-13.133991,-16.21647,-13.506318,-10.259807,-5.153184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38
-12.166985,-13.3827,-10.001181,-7.391825,-11.64901,-4.1691008,-9.589756,-12.306546,-12.118786,-13.196693,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,39
-10.429568,-13.760697,-8.193537,-9.22839,-5.7467065,-9.545822,-9.302716,-9.551236,-10.296132,-13.956028,0.0,0.0,0.0,0.0,0.9607843,0.0,0.019607844,0.019607844,0.0,0.0,40
-12.290667,-13.822518,-8.318123,-10.862347,-12.34917,-9.975712,-5.7780848,-10.716433,-11.71883,-13.365034,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,41
-13.737377,-16.118147,-6.7924323,-7.8960953,-11.0217705,-7.4991345,-10.391686,-10.416108,-13.390839,-15.62993,0.0,0.0,0.0,0.018867925,0.0,0.9811321,0.0,0.0,0.0,0.0,42
-15.000478,-14.354386,-7.7888083,-9.139868,-13.009804,-8.008109,-2.2474556,-12.296962,-14.400566,-14.007517,0.0,0.0,0.019607844,0.0,0.0,0.0,0.98039216,0.0,0.0,0.0,43
-3.0086594,-13.560327,-10.145298,-13.399872,-15.839545,-11.827929,-14.545289,-14.814655,-10.854131,-14.118023,0.96,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44
-13.213071,-7.4757442,-13.897484,-14.13657,-17.106876,-13.786333,-16.674875,-15.241678,-12.223366,-1.9665232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45
-12.592167,-14.191263,-4.4638567,-5.0002604,-8.1642885,-6.3159947,-7.8738875,-9.690208,-13.10946,-13.635165,0.0,0.0,0.32,0.46,0.02,0.16,0.04,0.0,0.0,0.0,46
-7.3095703,-9.229248,-10.394337,-11.362158,-13.905955,-11.935306,-12.227383,-11.754977,-5.186839,-10.083586,0.0,0.05882353,0.0,0.0,0.0,0.0,0.0,0.0,0.50980395,0.43137255,47
-13.894616,-13.853851,-9.1252365,-10.911413,-11.040114,-9.468706,-11.937115,-2.0767794,-14.285072,-13.886894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,48
-12.332497,-12.710125,-7.228048,-8.890163,-12.126937,-7.788258,-0.23437214,-9.741479,-11.401483,-12.950005,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,49
-8.484281,-7.273428,-11.7292795,-11.66914,-14.303139,-11.648092,-13.307635,-11.448417,-6.363672,-2.9408722,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,50
-9.563991,-11.47171,-9.54048,-10.43956,-12.403363,-10.666622,-11.075118,-11.146286,-2.5595045,-9.408294,0.04,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.92,0.02,51
-6.694518,-14.523322,-7.6657133,-14.107092,-14.008567,-12.357472,-12.216318,-14.207185,-13.074651,-15.942781,0.9811321,0.018867925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52
-13.365262,-13.814132,-8.21193,-4.071885,-10.231255,-6.6905446,-7.1611323,-10.281269,-12.639698,-13.5192,0.0,0.0,0.09615385,0.7692308,0.0,0.057692308,0.07692308,0.0,0.0,0.0,53
-7.6717553,-10.869357,-13.209796,-13.550753,-15.104418,-14.535251,-14.899731,-14.221447,1.123723,-10.072727,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,54
-9.053518,-12.217581,-7.8809295,-9.169645,-12.700448,-11.189436,-11.260075,-9.683188,-3.2665224,-13.264461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,55
-15.827572,-14.672706,-11.182881,-11.752351,-12.360579,-10.245014,-14.105473,-3.6655579,-15.161486,-16.195827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.02,56
-10.224303,-12.340796,-6.7462864,-4.6410027,-7.7130885,-1.5018654,-7.9157195,-3.4772682,-9.946344,-12.238703,0.0,0.017857144,0.017857144,0.0,0.0,0.0,0.0,0.96428573,0.0,0.0,57
-12.833587,-13.511511,-8.417921,-8.616102,-0.07070923,-5.8088512,-9.590553,-7.7073236,-12.216593,-13.643323,0.0,0.0,0.03846154,0.0,0.86538464,0.01923077,0.0,0.07692308,0.0,0.0,58
-11.872183,-12.584651,-6.0644026,-4.1173153,-7.6324773,-3.6082945,-4.7785635,-6.7535043,-10.518227,-12.534115,0.0,0.0,0.0,0.27450982,0.039215688,0.11764706,0.5686275,0.0,0.0,0.0,59
-13.031081,-12.898387,-7.3989635,-9.408695,-9.015317,-8.325615,-10.865911,-0.92482376,-13.910534,-13.390735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60
-11.875945,-14.451494,-7.624906,-2.3517675,-10.075331,-2.8045692,-8.59359,-8.368811,-12.417388,-12.695568,0.019607844,0.0,0.0,0.9607843,0.0,0.019607844,0.0,0.0,0.0,0.0,61
-14.070284,-12.833491,-7.194743,-8.60382,-12.097844,-9.11953,-1.2857151,-11.720367,-13.526527,-13.617576,0.0,0.0,0.019607844,0.019607844,0.0,0.0,0.9607843,0.0,0.0,0.0,62
-11.793778,-13.21499,-7.6764426,-2.5763998,-10.985773,-6.578009,-8.616898,-9.75878,-11.502303,-12.222777,0.0,0.0,0.01923077,0.8269231,0.0,0.03846154,0.115384616,0.0,0.0,0.0,63
-13.814876,-14.006833,-5.936896,-7.805126,-10.389497,-6.758844,-0.23566723,-9.973981,-12.893881,-13.942987,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,64
-13.068004,-16.778511,-1.0499554,-9.931148,-10.922897,-10.815799,-8.914045,-11.831372,-15.012138,-16.991392,0.0,0.0,0.98039216,0.0,0.0,0.0,0.019607844,0.0,0.0,0.0,65
-9.792276,-3.3284092,-12.978989,-11.7002735,-11.876933,-10.864408,-11.725818,-11.993961,-10.113781,-6.028574,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
-10.790703,-15.202424,-0.37149143,-9.941407,-11.909483,-10.022231,-8.610605,-10.862055,-11.033166,-16.56934,0.0,0.0,0.98,0.0,0.0,0.0,0.02,0.0,0.0,0.0,67
-12.572017,-13.778374,-7.971473,-3.891636,-8.307373,-4.352971,-9.387338,-8.793999,-12.383357,-13.4676285,0.0,0.0,0.01923077,0.40384614,0.03846154,0.48076922,0.0,0.01923077,0.03846154,0.0,68
-13.943704,-14.927511,-9.36848,-11.533691,-9.534453,-10.600303,-13.312589,-2.866128,-13.635996,-15.150141,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.94,0.0,0.0,69
-11.1401615,-16.162365,-2.723217,-10.948122,-12.754899,-10.738624,-11.689517,-12.461202,-11.935316,-15.903533,0.0,0.0,0.9591837,0.020408163,0.0,0.020408163,0.0,0.0,0.0,0.0,70
-16.989277,-14.37167,-8.990828,-7.3106956,-12.597943,-8.227831,-0.6715536,-11.854205,-16.159643,-15.036109,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,71
-9.129373,-12.633078,-10.937338,-11.831311,-13.142095,-11.828454,-13.055822,-13.08824,-2.0442438,-9.777517,0.020408163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97959185,0.0,72
-7.684686,-11.180872,-10.964575,-11.226652,-13.331693,-12.261184,-13.727786,-12.715547,-0.16927052,-11.594639,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,73
-6.565732,-6.9229245,-8.915393,-9.164973,-10.415503,-9.649305,-8.778899,-7.6944747,-7.8634024,-7.6632676,0.84313726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09803922,0.05882353,74
-11.340837,-16.2147,-0.8499899,-10.167656,-11.22581,-9.662822,-9.447631,-10.282961,-14.551034,-16.115702,0.0,0.0,0.98039216,0.0,0.0,0.019607844,0.0,0.0,0.0,0.0,75
-8.000839,-8.57143,-9.535049,-11.796955,-13.6749,-11.839279,-13.300061,-10.822313,-7.3667006,-6.442869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98,76
-12.97412,-15.956478,-9.278437,-2.2811947,-12.413021,-5.780628,-9.627312,-11.2852545,-13.587029,-15.502249,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77
-12.146505,-15.693136,-7.425009,-2.0985374,-11.259782,-5.8609304,-9.0288925,-9.242915,-12.130674,-12.970466,0.0,0.0,0.0,0.9607843,0.0,0.039215688,0.0,0.0,0.0,0.0,78
-7.6612005,-10.427346,-11.353886,-11.258346,-14.295399,-11.950106,-12.43642,-13.029499,0.38427448,-9.7100525,0.0,0.01923077,0.0,0.0,0.0,0.0,0.0,0.0,0.9807692,0.0,79
-8.809597,-10.383495,-11.965443,-12.91016,-14.502012,-13.284177,-13.329588,-13.202266,-0.22189236,-11.475456,0.019607844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98039216,0.0,80
-11.094586,-5.728463,-16.37775,-14.715738,-17.75636,-13.329422,-14.470261,-14.275854,-10.524355,-10.375626,0.02,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81
-12.521035,-3.6203146,-11.273459,-12.506915,-15.052868,-11.314289,-15.041107,-13.355402,-14.263587,-9.699593,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82
-9.674368,-11.414891,-8.133537,-9.077189,-8.599672,-8.103725,-10.232332,-1.2309589,-11.177005,-10.488195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,83
-10.982033,-12.54506,-4.438549,-6.2889676,-7.0791388,-3.1179485,-7.478462,-5.7892804,-11.363939,-12.836857,0.0,0.0,0.93877554,0.020408163,0.0,0.020408163,0.020408163,0.0,0.0,0.0,84
-14.265624,-15.643517,-10.435016,-8.903,-11.667461,-2.9749336,-11.789876,-8.428826,-14.745371,-13.655073,0.0,0.0,0.0,0.0,0.018867925,0.9245283,0.018867925,0.018867925,0.0,0.018867925,85
-8.888138,-13.923386,-4.263295,-8.908653,-10.070476,-8.5997,-8.823713,-8.788607,-9.999906,-13.517887,0.0,0.01923077,0.48076922,0.057692308,0.03846154,0.09615385,0.115384616,0.0,0.15384616,0.03846154,86
-8.543636,-10.605994,-6.609806,-7.364708,-6.7861567,-5.38824,-6.7982087,-2.2346697,-10.140612,-9.733339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,87
-9.533769,-12.576037,-10.660585,-10.911255,-13.391803,-11.33834,-12.965788,-12.329917,-4.459984,-12.74969,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,88
-10.422956,-7.2004347,-14.11665,-13.940444,-15.825539,-13.12835,-14.771606,-13.860469,-9.543479,-4.4845333,0.0,0.01923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9807692,89
-1.3657465,-9.660146,-10.139971,-12.636806,-15.094524,-12.465674,-14.568993,-13.297254,-7.721854,-10.81879,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,90
-12.820236,-16.138773,-7.498027,-1.4016361,-10.871117,-7.0591784,-8.603111,-10.041078,-12.905303,-14.562299,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,91
-9.403511,-11.56125,-11.577444,-12.162635,-14.482511,-12.185183,-13.134184,-14.196445,-1.419735,-10.313913,0.019607844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9607843,0.019607844,92
-17.120096,-14.691579,-9.602152,-11.340292,-15.148727,-10.332585,-0.6234007,-12.890891,-14.577297,-15.858167,0.0,0.0,0.0,0.0,0.0,0.01923077,0.9807692,0.0,0.0,0.0,93
-14.579121,-14.939367,-6.7992506,-9.825706,0.8612366,-8.746288,-10.085373,-9.794934,-14.374447,-15.13353,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,94
-12.290288,-13.350843,-6.9798565,-7.7848806,-9.070761,-8.651682,-2.4408503,-10.294947,-11.594941,-13.4762745,0.0,0.0,0.0,0.0,0.019607844,0.0,0.98039216,0.0,0.0,0.0,95
-14.79718,-15.265558,-4.2602453,-9.000259,-9.235567,-9.645793,-3.3689394,-13.018819,-14.893791,-16.644999,0.0,0.0,0.02,0.0,0.0,0.0,0.98,0.0,0.0,0.0,96
-2.3234425,-12.770693,-6.4656563,-10.504969,-12.099921,-9.798073,-8.893709,-11.839533,-8.611139,-12.783319,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97
-2.9806204,-12.82844,-12.452818,-14.7080145,-17.677309,-14.394082,-15.886632,-16.400831,-9.434027,-14.816218,0.9807692,0.01923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98
-12.497853,-12.226897,-8.970191,-9.372169,-9.6922655,-8.431382,-12.0537815,-0.39609623,-11.559044,-12.473815,0.0,0.0,0.0,0.0,0.01923077,0.0,0.0,0.9807692,0.0,0.0,99
-14.47019,-14.11734,-7.4578915,-10.985792,0.71316814,-8.780515,-11.623414,-8.728432,-14.074078,-13.658172,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100
-15.332105,-16.342037,-10.080182,-8.453003,-12.47409,-4.142312,-10.185399,-10.461113,-14.091031,-16.199165,0.0,0.0,0.0,0.0,0.020408163,0.97959185,0.0,0.0,0.0,0.0,101
-16.089235,-16.099741,-9.648553,-9.2757015,-13.859849,-10.464478,-1.3464804,-13.121447,-15.505503,-16.442303,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,102
-13.216164,-14.578697,-8.41851,-1.8764133,-7.9155183,-6.62788,-9.210039,-10.364548,-12.373892,-14.187688,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,103
-9.690147,-2.7223597,-11.576697,-12.607323,-14.494313,-11.600634,-12.213146,-11.947987,-10.284563,-8.046679,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104
-12.196878,-2.819314,-13.017768,-12.933491,-13.993909,-13.333848,-13.575962,-12.139342,-11.574365,-7.4418745,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105
-12.391706,-14.680803,-7.8241196,-3.456028,-9.62428,-7.58188,-8.700054,-11.522169,-12.453435,-14.467472,0.0,0.0,0.0,0.98039216,0.0,0.0,0.019607844,0.0,0.0,0.0,106
-11.333493,-12.608252,-4.745883,-7.504506,-10.008963,-7.5522704,-3.1645927,-9.786964,-10.307404,-12.693316,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,107
-8.807111,-10.624161,-10.154837,-11.170574,-13.626733,-11.909967,-12.39985,-12.630772,-4.196062,-12.262416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,108
-13.066484,-13.768508,-9.669092,-9.162335,-9.851497,-7.2736416,-13.485139,-1.3007507,-13.323557,-14.422465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,109
-14.795101,-14.688368,-9.448179,-9.460327,-1.5813599,-8.230137,-13.524018,-8.0519705,-14.825088,-13.645191,0.0,0.0,0.0,0.0,0.96153843,0.01923077,0.0,0.01923077,0.0,0.0,110
-6.9278336,-11.049281,-7.396498,-10.988928,-13.349948,-10.696011,-10.044796,-12.1755905,-8.391272,-12.162289,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111
-14.325741,-14.1465,-7.220182,-11.364037,-13.768562,-10.654255,-1.8480968,-12.196749,-13.643283,-15.042219,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,112
-11.741801,-15.994165,-1.5127602,-8.63206,-10.328379,-10.397188,-7.7067537,-11.467248,-12.246756,-15.618293,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113
-12.078066,-5.6296473,-16.103539,-15.031176,-15.138958,-15.614913,-15.616774,-14.9273815,-11.576456,-9.839443,0.0,0.98039216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019607844,114
-13.088319,-14.553418,-8.66064,-2.4364843,-12.504136,-7.134535,-8.325279,-10.651275,-12.806155,-13.286767,0.0,0.0,0.0,0.9811321,0.0,0.018867925,0.0,0.0,0.0,0.0,115
-3.2175703,-14.078796,-6.465299,-11.952712,-11.607782,-11.386732,-12.349622,-11.132369,-9.088154,-12.876983,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116
-11.418674,-11.868797,-7.7919726,-10.97695,-3.2071047,-8.859335,-9.785579,-8.635047,-11.18444,-10.380997,0.020408163,0.0,0.0,0.0,0.8979592,0.0,0.0,0.040816326,0.0,0.040816326,117
-8.290454,-12.017329,-3.9013357,-6.920613,-9.526722,-6.976412,-5.002048,-7.4465976,-7.4960327,-10.645637,0.0,0.0,0.84313726,0.0,0.0,0.0,0.15686275,0.0,0.0,0.0,118
-13.266009,-16.305273,-9.867962,-10.013321,-11.606534,-8.09645,-11.644668,-5.691862,-13.792954,-15.016532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,119
-2.192751,-9.12358,-7.9716325,-9.140028,-11.252126,-9.300891,-10.948509,-10.282518,-0.3064146,-7.193769,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,120
-10.999451,-15.728344,-7.3014965,-1.0149069,-10.724319,-5.1561174,-7.6772795,-9.652698,-11.568477,-13.915583,0.0,0.019607844,0.0,0.92156863,0.0,0.039215688,0.0,0.0,0.0,0.019607844,121
-12.597404,-3.6518545,-11.979526,-12.562149,-14.0778885,-12.026348,-12.925755,-14.081291,-14.408813,-10.0399685,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122
-13.500608,-14.2872505,-2.1524143,-10.370792,-9.018768,-10.188398,-11.207562,-11.063095,-13.549192,-13.9977045,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123
-8.51053,-11.130039,-10.222658,-11.611317,-13.5653,-11.509696,-10.204117,-12.1526985,-2.3029137,-7.660824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98039216,0.019607844,124
-6.904963,-12.246489,-8.392601,-11.782187,-12.820539,-11.910419,-10.778808,-10.85,-7.1578803,-11.597797,0.94,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.02,0.0,125
-11.034703,-12.453858,-11.569212,-12.709529,-14.796865,-13.038974,-14.300065,-14.440686,0.25695705,-10.516492,0.020408163,0.0,0.0,0.0,0.0,0.0,0.020408163,0.0,0.9591837,0.0,126
-13.334109,-15.594605,-4.8557863,-4.1606855,-6.7201023,-7.515598,-9.434387,-10.233689,-13.6557865,-15.005834,0.0,0.0,0.18181819,0.6545454,0.018181818,0.14545454,0.0,0.0,0.0,0.0,127
-11.119205,-13.563924,-7.6657534,-3.7292747,-8.785607,-2.8742208,-6.3404655,-8.244928,-11.60388,-13.283525,0.0,0.0,0.0,0.06,0.0,0.94,0.0,0.0,0.0,0.0,128
-10.116526,-14.890085,-0.49674988,-6.721313,-8.482332,-7.353454,-6.3584223,-9.111954,-11.824704,-14.200438,0.04,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129
