actinic keratoses and intraepithelial carcinoma,basal cell carcinoma,benign keratosis-like lesions,dermatofibroma,melanoma,melanocytic nevi,vascular lesions,target-0,instance_id
-11.560442,-6.7840366,-9.97067,-6.3426795,-7.6292267,-10.193874,-8.763145,5.0,41
-8.589784,-4.592352,-8.289643,-5.0416627,-6.2828617,-9.200287,-5.964248,5.0,42
-10.129577,-9.044,-9.480425,-8.79295,-7.8632755,-7.2441263,-11.947833,2.0,43
-11.57972,-11.711536,-11.881386,-12.027224,-12.24056,-12.4260845,-13.371596,2.0,44
-8.507427,-5.8452435,-6.9501863,-5.297027,-2.3818398,-3.753458,-9.919632,5.0,45
-9.804424,-6.8269205,-8.7232065,-6.5996704,-8.303047,-7.989515,-10.634459,5.0,46
-11.288273,-9.659405,-11.285041,-9.398871,-10.672271,-12.332206,-10.041054,2.0,47
-9.703419,-4.692642,-8.856016,-5.4029875,-5.776319,-8.323233,-8.876381,5.0,48
-9.624052,-6.044288,-8.364048,-6.0479374,-5.059865,-7.7404127,-9.186315,6.0,49
-9.010853,-8.331503,-9.458236,-8.00791,-5.679957,-6.941681,-11.350692,4.0,50
-10.652691,-10.952604,-12.190225,-10.772188,-11.089486,-11.057575,-12.579517,5.0,51
-9.522527,-6.0841193,-9.215293,-6.339608,-6.3492413,-8.66633,-7.716857,5.0,52
-8.716576,-7.440898,-9.159225,-6.022009,-3.7986279,-6.033178,-12.40379,5.0,53
-9.664115,-5.882868,-8.54838,-4.1771517,-8.258399,-9.805915,-7.8825803,5.0,54
-11.09473,-10.855484,-11.577693,-9.570981,-12.209558,-13.182849,-13.744098,2.0,55
-9.873058,-6.5670276,-9.009725,-6.4603114,-8.136149,-10.560348,-7.665703,5.0,56
-11.318689,-11.284824,-12.155859,-11.181524,-12.216067,-11.71533,-13.945011,4.0,57
-11.311493,-9.717176,-12.477028,-9.534942,-10.663942,-12.023837,-11.173416,5.0,58
-11.048159,-8.703184,-10.287258,-8.824165,-9.197388,-10.032036,-11.486387,5.0,59
-10.030314,-10.319311,-11.168453,-9.6741,-9.900204,-10.285845,-12.868673,4.0,60
-6.269343,-4.24366,-6.6373873,-5.3442373,-2.5133123,-3.8861961,-9.357197,5.0,61
-13.124507,-12.18203,-13.068835,-10.935009,-14.329134,-15.227658,-11.804269,5.0,62
-10.2076435,-8.656347,-9.869854,-7.1654367,-8.5368805,-8.696546,-12.5042715,1.0,63
-10.3970175,-10.29053,-11.211498,-9.584322,-11.96519,-13.283362,-12.089051,0.0,64
-9.06288,-7.0377116,-7.8613925,-6.952393,-4.703471,-4.6329803,-12.616765,5.0,65
-10.607648,-9.356342,-10.975407,-9.826645,-12.726511,-13.739707,-10.00753,0.0,66
-7.8071313,-4.9072714,-6.867354,-2.7332754,-5.2966557,-7.2121034,-8.836277,3.0,67
-12.273265,-10.97484,-12.018176,-10.69828,-12.446484,-13.622454,-12.206181,0.0,68
-9.487075,-4.429537,-7.3953557,-3.8850965,-3.3481407,-5.6077094,-8.174131,5.0,69
-9.353123,-6.393562,-8.658816,-5.757071,-8.956293,-10.427635,-8.317144,5.0,70
-10.3558,-8.172901,-10.075104,-7.6507726,-9.775096,-10.697489,-10.770983,2.0,71
-8.48645,-6.0108676,-7.508367,-4.6531973,-7.565167,-7.4877067,-8.093564,0.0,72
-8.679405,-5.630413,-8.970263,-5.682465,-8.218025,-11.173337,-7.8472657,5.0,73
-7.8333488,-6.3029785,-9.221111,-6.7478223,-5.8709326,-7.1907983,-9.056248,5.0,74
-9.199059,-8.115909,-9.649802,-6.7278905,-7.478504,-8.117656,-10.471844,5.0,75
-7.765753,-4.1485004,-7.6503825,-4.757489,-4.556527,-7.0996385,-6.544724,5.0,76
-8.759537,-4.829711,-8.597059,-5.413211,-5.2130346,-6.2118516,-7.652625,5.0,77
-7.778846,-3.8768559,-6.9248433,-3.859685,-4.7658043,-7.8920646,-7.0031085,5.0,78
-7.9712715,-5.4501696,-6.4490433,-3.3068886,-1.9391298,-3.16397,-10.389433,5.0,79
-11.518043,-10.067757,-11.389005,-10.056824,-11.4376,-12.843686,-10.6212845,5.0,80
-11.020304,-8.755789,-10.893437,-8.211479,-10.527243,-12.053602,-10.818333,5.0,81
-10.28502,-6.180436,-8.600512,-5.3696175,-4.8822985,-6.3689947,-8.136419,5.0,82
-8.798156,-8.535305,-9.093803,-9.212955,-7.6601076,-8.25084,-9.259299,5.0,83
-9.108172,-3.9227724,-8.082506,-4.957595,-5.7247024,-9.412299,-6.6220136,5.0,84
-9.255754,-7.8449183,-10.368227,-7.7615485,-10.728391,-12.855456,-6.928947,5.0,85
-7.8464556,-6.118862,-8.791521,-7.9882574,-4.6481924,-7.5017934,-9.659282,4.0,86
-11.31145,-9.752974,-10.747612,-8.864949,-11.98874,-11.16495,-11.677785,2.0,87
-8.629261,-6.00682,-7.3400164,-4.8214254,-3.8893528,-4.82395,-9.335948,5.0,88
-10.987305,-9.805389,-10.359241,-8.384113,-9.09753,-8.8962,-13.80376,2.0,89
-9.368209,-7.357482,-9.178796,-6.3762784,-7.2922306,-8.085926,-11.66193,4.0,90
-9.055978,-7.741319,-8.61018,-7.0817013,-8.87255,-9.393275,-10.68023,0.0,91
-10.481807,-7.950882,-10.419912,-8.185654,-10.710596,-12.870259,-8.974409,5.0,92
-10.680881,-9.368905,-12.112211,-9.630003,-11.763545,-13.219913,-11.326198,1.0,93
-12.121529,-10.448139,-13.149711,-11.156208,-10.969179,-12.029569,-11.590119,5.0,94
-8.359142,-4.30624,-6.281806,-3.560687,-1.6423779,-3.2646933,-8.281241,4.0,95
-10.659763,-7.7520156,-10.631733,-7.598367,-9.025591,-12.179604,-8.519814,5.0,96
-5.179798,-1.9828196,-4.255563,-0.7126131,1.3863869,-1.0217037,-7.2622743,5.0,97
-8.507371,-4.1071587,-7.83495,-4.01105,-5.8979254,-8.353849,-7.038237,6.0,98
-10.011909,-6.313144,-8.880977,-5.0236,-7.5542517,-8.498447,-7.912406,5.0,99
-9.70042,-10.269917,-11.249199,-11.483071,-9.9115925,-11.176717,-11.18692,2.0,100
-6.9245987,-5.069009,-7.0368333,-4.7009087,-4.687871,-6.0286717,-9.070031,5.0,101
-7.127229,-4.5777636,-7.5910115,-3.7987118,-4.2619305,-7.568699,-8.267284,5.0,102
-7.2210126,-4.009454,-8.051435,-6.5818253,-4.1466646,-8.177542,-6.7517395,5.0,103
-6.7249994,-3.054102,-6.5790663,-3.9115906,-5.4345937,-8.294371,-6.267163,1.0,104
-10.970406,-10.802843,-11.151383,-9.223379,-11.600996,-10.736208,-14.204521,5.0,105
-10.399036,-8.986156,-10.762657,-9.68849,-11.652627,-13.230535,-10.389479,5.0,106
-8.349306,-5.636645,-8.659195,-6.0659456,-7.970885,-9.650656,-7.0664682,5.0,107
-8.186902,-7.2108836,-8.707534,-6.7977147,-6.7938223,-7.596038,-12.119126,4.0,108
-12.43824,-11.374279,-13.106021,-11.334276,-11.328101,-12.7577505,-11.029096,5.0,109
-7.477783,-7.929914,-8.269712,-11.543285,-7.8156257,-8.122465,-11.18072,2.0,110
-9.250075,-8.363674,-9.626205,-8.01161,-8.867798,-10.820437,-12.157118,2.0,111
-9.329037,-5.7957826,-8.214553,-3.9512405,-6.188971,-8.169676,-8.4251795,5.0,112
-10.720341,-9.269271,-11.421737,-9.67707,-11.649796,-13.320693,-9.674072,5.0,113
-9.807688,-7.4187336,-9.743751,-6.726988,-8.844818,-9.914596,-9.625124,4.0,114
-12.349513,-12.286393,-12.976653,-10.729414,-11.072697,-13.271357,-15.723951,5.0,115
-7.8255696,-5.0723305,-7.3469095,-4.4732313,-5.751388,-7.3416777,-8.685024,2.0,116
-10.999757,-8.85503,-10.347084,-8.1992,-10.724693,-12.298977,-9.633068,5.0,117
-9.674926,-6.816151,-8.930447,-5.894573,-9.365927,-11.198641,-8.696357,5.0,118
-9.259802,-8.104837,-8.451256,-5.5327826,-6.5474906,-8.27071,-11.815524,5.0,119
-9.393478,-6.9771447,-10.44466,-8.393849,-9.057484,-12.656202,-7.431303,5.0,120
-10.520784,-9.262907,-10.675886,-8.099451,-10.478035,-11.337188,-10.359127,2.0,121
-8.327381,-3.9891653,-6.8091917,-4.2731056,-2.2597923,-3.6622858,-8.104734,5.0,122
-5.1845913,-2.5163412,-5.6066856,-2.6592503,-0.16054249,-4.860634,-6.5455637,5.0,123
-9.720131,-8.188082,-9.406355,-8.27759,-6.40385,-6.5180635,-11.978523,4.0,124
-9.2330265,-9.160633,-9.710479,-8.654481,-8.972642,-9.5606785,-11.01429,4.0,125
-8.965372,-5.691119,-8.486193,-5.4950624,-6.427,-8.554213,-7.86748,5.0,126
-9.540634,-6.9818897,-8.95932,-5.9461493,-8.30274,-9.150503,-9.157902,5.0,127
-8.366502,-5.8965893,-7.4569254,-4.5879326,-6.2468076,-6.0922217,-9.527168,5.0,128
-8.197581,-5.5467973,-7.740723,-5.392847,-8.563179,-9.914372,-5.968083,5.0,129
-9.116472,-7.672204,-10.013006,-7.867791,-9.392222,-11.309665,-9.8865795,3.0,130
-10.237618,-7.88038,-10.756068,-8.217361,-8.545856,-11.183948,-8.956156,5.0,131
-11.791138,-11.777044,-12.596212,-10.271902,-9.944008,-12.029831,-13.84147,4.0,132
-11.398552,-9.321457,-10.607725,-9.236195,-8.666935,-7.826535,-11.216097,5.0,133
-9.552726,-7.6491084,-8.800589,-6.7727156,-8.749836,-8.865181,-9.032568,2.0,134
-7.59832,-3.1854038,-6.8340135,-3.5434113,-3.9721842,-7.111393,-5.4816637,5.0,135
-6.147293,-2.6598215,-7.8669453,-3.3496504,-3.0205126,-6.5348043,-5.865334,5.0,136
-8.951419,-6.340323,-9.1429615,-5.481587,-8.49617,-10.698943,-6.3729916,5.0,137
-10.504408,-10.894693,-11.150129,-10.516565,-11.488886,-10.750585,-13.518223,2.0,138
-9.593219,-8.480691,-9.33807,-8.151519,-7.8002186,-7.152824,-13.097037,5.0,139
-10.728426,-7.3198037,-10.2211275,-7.7104096,-9.505745,-12.739215,-7.6154566,5.0,140
-9.838032,-7.504993,-8.4719305,-6.2886496,-5.408577,-5.5337634,-11.888954,5.0,141
-8.532049,-7.7090693,-8.161926,-7.661457,-4.389188,-6.5766506,-11.013021,6.0,142
-7.11922,-3.4689035,-5.9700856,-3.6620674,-1.4893122,-4.6818,-6.4176726,5.0,143
-11.128527,-10.406094,-11.340422,-10.33392,-12.426474,-13.097559,-10.923613,0.0,144
-10.290339,-7.622136,-11.452716,-8.145663,-10.070522,-12.721735,-8.221727,5.0,145
-9.207961,-8.125599,-8.571489,-8.436515,-4.8025846,-3.5757904,-12.529515,5.0,146
-8.739317,-7.20015,-9.363757,-7.659516,-6.0535026,-9.078659,-9.97126,4.0,147
-7.199348,-2.4358654,-7.3317747,-4.420496,-3.5268602,-8.025414,-6.8367167,5.0,148
-5.5150456,-2.6739626,-4.4030457,-2.5583715,0.40572166,-0.9125109,-8.753736,5.0,149
-8.97508,-6.9996986,-8.666531,-7.41884,-6.8167624,-7.515388,-10.009534,5.0,150
-9.254693,-6.991169,-9.40663,-6.9619637,-7.856437,-9.369653,-9.822278,5.0,151
-9.092713,-6.292578,-8.805415,-5.6800838,-8.937159,-10.741194,-7.5668054,5.0,152
-11.204689,-10.686875,-11.76912,-11.259374,-11.835349,-12.773508,-12.4986725,2.0,153
-7.1234956,-3.6119623,-7.1101127,-3.3905067,-3.8385248,-5.610132,-7.9636393,5.0,154
-7.4180913,-3.956687,-7.331837,-4.493635,-5.6627674,-9.263782,-4.8272314,5.0,155
-8.956794,-6.9291406,-9.596497,-6.952568,-9.64809,-12.162289,-8.212155,5.0,156
-8.997532,-7.687006,-8.537115,-7.4542336,-7.5277486,-7.2072577,-10.959728,5.0,157
-8.093212,-4.5378323,-7.428034,-4.7142334,-5.0654693,-7.724805,-6.8506713,5.0,158
-8.78065,-7.2604265,-9.072191,-7.1258664,-8.635352,-9.884331,-8.648903,2.0,159
-10.478023,-8.790594,-11.076697,-8.567312,-9.1627035,-11.599911,-12.344287,5.0,160
-10.028877,-9.683043,-10.740634,-9.092674,-9.774717,-9.847839,-12.715049,4.0,161
-8.626699,-5.9338284,-8.26151,-6.5909467,-7.522801,-10.140708,-8.187033,1.0,162
-9.906921,-6.518686,-9.979453,-7.144376,-7.86762,-10.705107,-7.631308,5.0,163
-9.266243,-8.641043,-10.175215,-8.394478,-7.8419275,-8.147163,-13.276133,2.0,164
-9.740014,-7.8790746,-10.214674,-8.044456,-10.277972,-10.73649,-9.942651,1.0,165
-9.364508,-8.299402,-10.016239,-7.958103,-9.798856,-10.759628,-10.792891,4.0,166
-6.983633,-3.3889256,-6.517983,-3.6381168,-2.925929,-5.865874,-6.5251303,5.0,167
-9.755815,-5.209837,-7.85046,-3.5449333,-6.040327,-7.3233395,-7.861688,5.0,168
-11.036661,-9.587944,-10.67795,-8.866276,-9.873438,-11.016098,-11.355277,5.0,169
-10.734755,-9.572175,-10.09984,-7.9829755,-11.494469,-12.137651,-10.583869,0.0,170
-9.512913,-5.6595764,-7.949366,-5.916972,-4.0083323,-6.438087,-7.827605,5.0,171
-9.371127,-6.1809707,-8.827961,-5.1850505,-6.1860223,-6.655501,-9.787527,5.0,172
-8.390379,-7.252126,-8.810643,-7.125608,-6.4063635,-7.125107,-9.061329,4.0,173
-8.811165,-5.875396,-8.243759,-5.3501973,-6.8195605,-7.9369526,-7.308723,5.0,174
-8.657378,-6.5204444,-8.936716,-7.7468,-7.028645,-9.472036,-8.329342,4.0,175
-8.210424,-5.7413087,-7.033366,-4.685807,-2.0353622,-3.878231,-11.187983,2.0,176
-5.88946,-2.901308,-5.031496,-3.3158245,-1.5008745,-2.5682726,-7.6884737,5.0,177
-10.010925,-9.258869,-11.0329685,-10.1326065,-9.058445,-10.502996,-11.822404,5.0,178
-10.7715225,-9.695866,-10.981163,-8.6789055,-7.40268,-9.315186,-14.212825,5.0,179
-12.172638,-12.031028,-13.230886,-11.814945,-13.926572,-14.985714,-12.556162,0.0,180
-10.775892,-8.576317,-11.17875,-6.8842683,-10.522587,-12.431721,-10.212472,5.0,181
-10.301229,-10.229439,-10.744475,-9.729413,-7.511875,-8.467749,-11.688425,4.0,182
-11.289162,-9.200762,-11.275109,-9.0835705,-10.371982,-11.378432,-10.881163,5.0,183
-7.17479,-4.300027,-6.754745,-4.8254213,-4.9044256,-7.5625553,-9.273371,5.0,184
-10.01891,-9.249422,-10.409105,-8.880648,-9.748017,-8.332312,-10.75812,4.0,185
-10.768707,-9.542702,-11.891564,-10.1321535,-11.162371,-12.735033,-11.572303,2.0,186
-9.5480385,-6.147485,-9.165045,-6.774016,-7.328104,-9.614747,-7.1461153,5.0,187
-9.470432,-7.8464403,-8.779744,-6.083136,-8.059957,-9.339245,-11.509834,5.0,188
-10.909124,-10.07151,-11.195454,-9.289199,-10.36068,-10.204212,-11.711759,4.0,189
-10.764459,-8.310822,-9.84727,-7.394177,-9.149034,-9.044115,-10.88641,2.0,190
-10.923159,-9.435215,-11.748071,-8.997385,-10.615065,-13.774853,-10.774082,1.0,191
-13.172914,-9.961363,-11.753521,-10.026583,-10.081987,-11.938227,-10.884375,5.0,192
-9.143444,-7.7329817,-9.363184,-6.31904,-10.0262785,-11.379253,-7.9105973,5.0,193
-7.052913,-6.4561296,-8.039576,-6.5497446,-4.96091,-5.7550874,-10.696994,5.0,194
-9.890945,-7.0147223,-10.480492,-7.7608266,-8.552055,-10.522571,-9.130944,5.0,195
-8.785973,-7.5760083,-9.222758,-6.822253,-9.134257,-10.765561,-8.984221,1.0,196
-10.387241,-8.7501335,-9.953869,-8.258092,-6.1183314,-6.2157335,-12.619416,5.0,197
-10.986772,-10.316203,-11.408391,-10.194148,-10.419961,-7.253046,-13.37406,5.0,198
-8.872101,-5.8147006,-7.878999,-8.255482,-6.8151827,-8.676338,-7.088737,0.0,199
-9.455864,-6.686774,-9.379471,-7.3607593,-8.714832,-10.204826,-8.504004,5.0,200
-5.994675,-2.4462233,-5.470777,-1.3276176,-1.2989607,-2.4638214,-8.223909,5.0,201
-5.9514427,-1.3494797,-4.763236,-1.089262,-1.9682808,-4.5944853,-4.606571,5.0,202
-10.488247,-8.181128,-9.96984,-9.500626,-6.564945,-7.3911705,-12.383808,5.0,203
-7.5499387,-3.7158222,-7.595473,-4.384061,-6.0111814,-9.87245,-6.3584795,5.0,204
-9.103956,-8.2072315,-9.069721,-8.190655,-7.230595,-6.5907664,-11.813825,5.0,205
-7.8863835,-6.105644,-6.499421,-4.7424746,-1.9915581,-2.6592789,-12.233186,5.0,206
-9.981334,-10.03657,-11.168251,-9.329131,-11.173895,-11.792526,-12.296784,1.0,207
-9.864913,-7.382004,-9.378695,-7.8743973,-7.0763097,-8.272301,-10.299057,5.0,208
-9.235402,-6.859148,-8.790291,-6.294139,-9.548082,-11.137688,-8.195692,1.0,209
-9.63238,-8.270866,-9.2748165,-5.9054985,-8.547216,-8.509281,-11.37479,1.0,210
-9.074563,-6.135515,-8.113406,-4.16978,-4.010688,-6.2050295,-11.754804,5.0,211
-13.306926,-8.950025,-11.435208,-8.015287,-9.378846,-9.209798,-10.827049,5.0,212
-9.522562,-4.5142508,-7.5774827,-6.6502247,-5.2448277,-7.501991,-6.775481,5.0,213
-9.487839,-6.5164557,-9.467654,-6.417126,-8.998871,-11.184441,-7.642641,5.0,214
-8.394052,-4.6867523,-7.885071,-5.9233165,-3.2684727,-5.765565,-7.984211,5.0,215
-10.299724,-9.591604,-10.077297,-9.023535,-9.865603,-8.953009,-12.106576,2.0,216
-9.108063,-5.4589376,-8.46292,-6.5847054,-6.7056804,-8.992765,-7.426952,5.0,217
-7.3107533,-4.8699837,-7.1731896,-5.1778193,-3.1360807,-4.0047045,-9.665628,5.0,218
-6.7126474,-2.8220549,-7.887072,-5.7144265,-4.0835705,-9.036058,-6.4093676,6.0,219
-11.520449,-7.6876903,-10.930701,-7.579254,-7.3478274,-9.480791,-10.71015,5.0,220
-9.930956,-8.514513,-9.584241,-7.396988,-10.9444475,-10.627759,-9.896762,1.0,221
-9.683407,-7.6513815,-8.953123,-6.753865,-8.658781,-8.718433,-10.374652,1.0,222
-6.6224623,-4.77289,-5.2446055,-3.5521536,-2.8851643,-4.480068,-8.980626,5.0,223
-8.937764,-8.557114,-9.214412,-8.074518,-8.000475,-8.238062,-11.801328,2.0,224
-9.404108,-5.819078,-8.702145,-4.9137764,-7.541594,-9.644209,-7.4087143,5.0,225
-10.4289055,-7.9778004,-11.898664,-9.389279,-10.380756,-13.689785,-8.533567,5.0,226
-10.129021,-7.348554,-10.185286,-8.494021,-5.8269076,-7.6211634,-10.63361,5.0,227
-9.231163,-7.1136847,-8.627518,-6.088112,-9.022907,-9.701858,-8.42979,5.0,228
-10.761478,-6.907956,-10.236642,-6.3441606,-7.6699944,-9.714854,-9.391862,5.0,229
-9.808115,-5.6915894,-9.473833,-5.507802,-5.5795236,-7.744422,-8.910311,5.0,230
-5.8100133,-4.8638134,-5.4298677,-4.473756,-0.76047516,-2.3715572,-9.575,4.0,231
-8.210118,-5.416808,-8.115424,-5.8177176,-6.6414433,-8.393436,-7.2254076,5.0,232
-11.362718,-11.115231,-11.968337,-10.384497,-10.670475,-9.829573,-13.709194,2.0,233
-10.124165,-7.619354,-9.720758,-7.238942,-9.685961,-10.560251,-8.748402,5.0,234
-10.149195,-8.990856,-10.45328,-9.844572,-9.789864,-10.0881405,-11.2138,5.0,235
-9.114355,-5.118805,-9.001528,-6.1194167,-6.7794166,-10.16984,-7.782258,5.0,236
-9.680113,-6.562336,-9.046217,-5.602883,-7.874868,-9.634596,-8.750314,5.0,237
-8.853419,-5.423462,-8.870383,-7.34243,-7.1807632,-9.607787,-8.94241,5.0,238
-8.932863,-6.9969854,-7.8030453,-7.4728565,-5.8958497,-6.934423,-10.478591,5.0,239
-10.272257,-9.58831,-10.777478,-8.943772,-9.077534,-9.82032,-12.347241,4.0,240
-12.080745,-9.327531,-12.367197,-9.878681,-10.331945,-13.613534,-10.18648,5.0,241
-10.787879,-8.416735,-10.632265,-8.472378,-10.188503,-12.535497,-9.8725605,5.0,242
-11.423404,-10.222019,-12.98151,-9.098616,-11.389614,-11.65247,-11.725646,5.0,243
-8.747059,-5.072816,-8.433737,-5.197369,-7.161445,-8.912004,-5.649376,5.0,244
-11.0090275,-11.575333,-12.594462,-10.5578575,-11.313186,-11.815063,-14.130943,2.0,245
-10.289894,-8.456076,-9.567629,-7.7053857,-10.1594305,-10.228813,-10.227967,1.0,246
-9.361023,-8.577637,-8.799246,-6.198991,-6.3108573,-6.811612,-12.649318,5.0,247
-10.941222,-8.60791,-10.85032,-9.118464,-10.92057,-12.582506,-10.118141,2.0,248
-10.113327,-7.9036393,-9.068491,-6.5829782,-10.440892,-10.364206,-9.211546,1.0,249
-8.219246,-5.5006986,-7.5839214,-3.8886166,-5.306621,-7.874281,-8.036903,5.0,250
-11.940399,-9.682381,-10.603844,-8.483431,-7.6695685,-8.196285,-12.129508,5.0,251
-8.719179,-7.5539536,-10.488588,-8.5109215,-6.2998238,-9.453655,-8.968126,5.0,252
-8.949009,-6.4015036,-7.8583364,-6.107498,-4.8618393,-5.5760984,-11.424398,5.0,253
-8.668224,-4.871661,-8.48406,-4.9025507,-5.42645,-7.920078,-8.70631,5.0,254
-9.288989,-8.200922,-9.291611,-7.8498673,-7.728896,-7.7522397,-11.893873,0.0,255
-11.547128,-10.227873,-11.674567,-10.196779,-13.06985,-13.855538,-11.453079,4.0,256
-11.67692,-10.0594015,-10.998146,-8.53676,-11.372506,-12.00297,-9.755095,5.0,257
-11.438364,-9.463466,-10.951904,-8.194303,-11.811835,-13.65477,-10.426862,5.0,258
-9.265041,-7.986694,-8.604912,-8.683737,-6.251445,-6.6506615,-10.66485,5.0,259
-9.196073,-6.4286165,-9.374611,-7.7219596,-8.279552,-10.689473,-7.487388,5.0,260
-7.372414,-5.052734,-7.3021626,-4.9084187,-5.5450244,-6.9331684,-8.787998,4.0,261
-11.280169,-10.650538,-11.598566,-8.871014,-12.365786,-13.0330925,-10.95448,5.0,262
-8.818083,-7.909668,-9.270782,-7.7441216,-7.244446,-7.7929883,-10.482966,5.0,263
-8.434664,-6.058712,-8.879475,-6.241575,-6.6711354,-7.9855123,-9.784155,5.0,264
-12.254862,-12.112195,-12.456383,-12.055592,-13.087727,-13.23433,-13.342691,4.0,265
-8.42971,-5.67784,-8.865517,-6.3688745,-6.3014336,-9.397897,-6.7436795,5.0,266
-10.175508,-7.9863577,-9.803316,-8.433445,-11.59249,-13.64936,-7.5403256,5.0,267
-9.172512,-8.36734,-9.939859,-8.377743,-8.637659,-7.6790285,-11.209726,4.0,268
-11.530256,-9.204672,-12.243931,-10.8685875,-10.529431,-13.089368,-10.869187,4.0,269
-7.8857846,-5.927189,-7.4862833,-5.087426,-6.0902395,-7.234094,-8.979591,3.0,270
-9.407109,-8.934199,-9.993616,-8.687166,-8.569743,-9.683393,-12.095348,2.0,271
-9.962646,-8.040272,-10.39109,-8.398165,-10.780495,-12.657196,-8.615421,5.0,272
-9.132941,-6.922128,-9.506413,-7.1075163,-7.9263926,-10.356891,-7.3602147,5.0,273
-10.842381,-9.073547,-10.47166,-8.952533,-6.1548567,-6.846003,-11.867886,5.0,274
-10.999832,-10.355517,-11.667365,-10.21583,-12.439629,-13.053391,-12.880276,1.0,275
-8.822231,-7.762955,-9.221346,-7.0886264,-7.3115172,-8.52244,-9.829056,5.0,276
-10.971222,-9.063663,-9.978352,-8.097153,-10.847105,-10.1044445,-11.693673,2.0,277
