actinic keratoses and intraepithelial carcinoma,basal cell carcinoma,benign keratosis-like lesions,dermatofibroma,melanoma,melanocytic nevi,vascular lesions,target-0,instance_id
26.42103,24.93915,26.609358,26.619917,25.58251,25.862213,25.531902,2.0,134
29.945755,28.78245,29.754307,27.905392,29.331343,29.383211,28.352627,5.0,135
28.558098,25.804077,28.046515,27.750181,28.542097,29.919981,28.06047,5.0,136
27.30595,25.423906,27.416807,27.352434,27.367668,27.774357,27.275568,5.0,137
23.914108,22.421907,23.85342,25.870861,22.749846,23.997513,23.58155,2.0,138
25.428228,23.6925,25.248983,26.259714,26.214783,26.049622,23.619991,5.0,139
27.947416,26.647596,27.769005,26.908108,26.98801,27.331676,27.55242,5.0,140
28.774395,29.111685,29.640104,27.81499,30.011496,27.47335,26.684679,5.0,141
26.484236,24.910656,26.96429,27.02506,28.96131,26.934793,24.969326,6.0,142
28.291878,26.42128,27.583332,27.71544,31.026772,28.550251,27.462435,5.0,143
26.758905,24.802359,26.341055,26.94882,26.065252,26.409971,25.864073,0.0,144
25.638073,23.554745,25.275167,26.08115,25.666033,26.698751,25.517603,5.0,145
28.690351,28.556904,28.492043,29.194822,31.264397,29.186413,26.437443,5.0,146
25.103863,24.104403,25.295202,25.64771,25.748323,26.084288,24.58188,4.0,147
30.181314,28.111443,29.116388,29.000893,30.704882,30.81451,28.3945,5.0,148
29.987236,27.328249,29.269878,29.441412,32.143734,30.051699,26.683088,5.0,149
25.27609,23.960136,25.756933,27.449636,26.929222,26.45429,25.241138,5.0,150
26.027666,24.425901,26.020964,26.775026,26.133083,26.61895,25.181952,5.0,151
28.440435,26.647776,28.443338,27.719467,27.623632,28.11526,27.386703,5.0,152
26.934134,24.86122,26.675444,27.261814,26.520626,26.879969,26.194118,2.0,153
28.600004,27.038177,28.251814,28.326708,28.828104,29.400547,27.156227,5.0,154
29.28148,28.003954,29.11028,29.148579,29.4456,30.085787,29.440649,5.0,155
26.65297,24.94303,26.55032,26.77305,26.769344,26.961573,26.042908,5.0,156
26.813581,23.543274,25.998392,26.467636,25.37685,26.699852,25.057646,5.0,157
28.057737,26.613428,27.93995,27.684303,29.155514,27.730593,26.862305,5.0,158
25.571121,23.92276,25.509212,26.764746,25.29587,25.7052,25.033413,2.0,159
25.066673,23.92497,24.808165,25.759779,26.312868,25.006416,23.640574,5.0,160
27.128857,24.971228,26.397442,27.728004,27.01332,28.038778,26.444088,4.0,161
29.059052,27.138056,28.492859,28.30899,28.545078,29.552711,27.8444,1.0,162
26.180243,24.298197,25.993414,26.158377,25.796862,25.925186,25.290262,5.0,163
26.871635,26.007755,26.65799,27.487127,27.271309,27.34627,25.3181,2.0,164
25.868916,25.605522,26.797804,25.41219,25.385555,26.155655,25.559595,1.0,165
26.754322,24.655579,26.389883,27.354519,26.17788,26.909052,25.865133,4.0,166
29.294886,27.747213,28.563957,27.99393,30.732914,29.630709,27.678694,5.0,167
28.695457,27.51002,28.918268,27.66525,28.368982,27.768787,27.535656,5.0,168
24.207655,22.762236,24.48439,26.098898,26.967993,25.222017,23.197676,5.0,169
26.31173,24.266773,26.192608,26.966366,25.600224,25.844013,25.529854,0.0,170
30.019804,28.240326,29.024132,29.264593,29.917934,30.708876,28.917994,5.0,171
26.583126,25.694763,26.585264,26.48299,28.789204,27.461796,24.630926,5.0,172
26.88654,25.052757,26.91109,27.93477,28.174688,27.636307,26.81433,4.0,173
27.436604,26.2385,27.027365,26.750353,27.486835,27.661018,26.474695,5.0,174
29.648672,28.403828,29.22419,29.361486,30.665125,30.329393,29.084286,4.0,175
28.845894,29.036995,28.486958,28.367805,31.443666,28.931557,26.480968,2.0,176
27.671595,27.117926,27.098503,27.186369,28.815361,28.629139,25.839512,5.0,177
26.988354,25.608355,26.85664,27.699604,28.175674,27.765455,26.37264,5.0,178
26.399544,26.711466,27.4608,26.593664,28.361206,26.104906,24.142239,5.0,179
25.657946,23.016218,25.323158,26.933773,25.168642,25.731306,25.130503,0.0,180
26.190872,25.627605,26.679153,26.35722,25.38784,25.624992,25.34306,5.0,181
26.291164,22.188375,25.3875,27.493088,27.556183,27.945217,26.115366,4.0,182
26.227676,24.373554,26.020353,26.1887,25.399126,26.723297,25.506462,5.0,183
27.759697,25.793808,27.142273,27.413996,27.988684,28.307205,25.900578,5.0,184
26.298615,24.645737,26.370947,26.242977,26.497036,26.642214,26.088123,4.0,185
27.32008,25.219305,26.50363,27.266012,26.313751,27.163677,26.44976,2.0,186
27.98506,25.861015,27.54411,27.12518,26.63444,27.795687,27.204033,5.0,187
24.677944,23.39445,25.798054,26.050438,25.543066,25.275778,24.306536,5.0,188
24.824392,22.472406,25.578995,25.91278,24.257223,24.95032,25.285803,4.0,189
27.166658,24.697094,27.230652,27.606686,28.77911,26.998272,25.488575,2.0,190
28.896751,27.889078,28.887024,29.7246,29.001822,29.684298,28.873932,1.0,191
28.005995,26.541763,28.28597,27.777752,28.589806,28.137245,26.628586,5.0,192
27.5025,25.95277,26.991104,27.33092,27.30809,27.377083,26.671576,5.0,193
26.327642,24.5579,26.916103,27.293955,27.821224,27.053776,24.466997,5.0,194
25.427517,23.506367,25.397327,26.38309,26.773285,27.26191,25.98261,5.0,195
27.50462,25.672607,27.677174,27.793222,27.153208,27.262783,26.619299,1.0,196
27.986198,26.576733,27.418715,27.321198,29.986607,29.33428,25.398806,5.0,197
25.495913,23.860415,25.31056,26.53464,26.47947,26.28346,24.944527,5.0,198
28.962292,26.750713,28.582325,28.626036,31.25382,28.505772,26.933094,0.0,199
26.36438,24.469069,26.505362,26.874205,26.246511,26.66256,25.70233,5.0,200
27.305855,25.32726,27.114996,27.265059,28.879883,27.427994,25.235273,5.0,201
29.375397,28.03359,29.517704,27.849417,29.50031,28.941849,28.575459,5.0,202
27.819471,26.935951,27.17964,27.853346,28.915232,28.798096,26.356026,5.0,203
29.779823,28.138565,29.052954,28.388731,29.24258,29.508232,27.750357,5.0,204
25.319471,23.189085,25.755226,27.15335,26.432951,25.812195,23.606085,5.0,205
28.593466,27.91998,28.27451,28.016644,29.69372,28.009777,25.777086,5.0,206
27.357014,25.749586,27.327454,27.551964,26.360668,26.413446,26.260044,1.0,207
27.400457,25.714308,26.73393,27.750425,27.820827,28.38627,26.367868,5.0,208
28.50727,26.741396,28.832003,28.093287,27.387714,28.135647,27.472265,1.0,209
24.851198,23.227106,25.030434,25.680616,25.673403,25.311308,23.696728,1.0,210
26.859625,25.251612,27.375063,27.239864,28.431004,26.414427,25.723969,5.0,211
27.645636,26.59359,27.803005,27.050535,27.625805,27.284445,26.711418,5.0,212
26.988745,25.464828,26.53775,27.219486,29.27231,27.86547,26.000454,5.0,213
27.890661,25.57127,27.734327,27.596962,27.24691,28.234913,27.513643,5.0,214
28.445616,26.556858,27.437311,27.513184,29.945826,29.260828,26.672985,5.0,215
28.229387,26.006012,28.019562,27.599293,26.740028,27.093906,26.026728,2.0,216
30.390228,30.098467,29.791573,28.975742,31.456968,29.797285,28.045443,5.0,217
28.91083,27.754175,28.35304,28.503265,30.994522,29.481625,25.990307,5.0,218
28.774803,26.265167,27.942516,27.631369,28.583195,29.755621,27.416801,6.0,219
28.553476,26.516249,28.337585,28.050518,29.842915,29.168653,27.278622,5.0,220
27.116575,25.662714,27.316694,27.751785,27.063345,27.165627,26.491045,1.0,221
28.205292,25.930506,28.249693,27.663359,28.168377,28.092937,26.206188,1.0,222
29.07155,28.451847,29.060404,28.39844,30.815592,28.186821,26.755016,5.0,223
25.33826,24.561617,25.795403,27.14507,26.133448,26.317307,24.95745,2.0,224
28.137215,26.492327,28.447857,27.926588,28.614428,27.473675,27.498554,5.0,225
27.319868,24.958794,26.537785,27.604115,26.751722,28.554808,27.10794,5.0,226
27.141737,26.519468,26.737686,27.18327,29.094269,28.161766,25.897388,5.0,227
27.661669,25.783508,27.999218,27.947916,27.5038,27.593346,27.006088,5.0,228
25.711432,23.546898,25.596577,25.805618,26.633148,26.512287,25.084227,5.0,229
28.326614,26.500517,28.759247,27.55177,29.792627,28.548395,27.27912,5.0,230
28.971958,27.215876,28.508957,28.078262,30.442636,28.926167,26.677652,4.0,231
27.156027,24.862333,26.81273,26.455667,26.175745,26.40342,26.015368,5.0,232
25.993895,23.979212,25.719654,27.357252,27.515741,27.492842,25.412615,2.0,233
25.917267,24.733816,26.47577,26.329922,25.662266,26.204105,25.60917,5.0,234
25.035728,23.660835,25.215687,25.610163,25.18517,25.7671,24.678467,5.0,235
27.370174,25.704782,27.160927,26.741123,26.314754,27.71417,26.781778,5.0,236
27.340698,26.25543,27.49936,26.621359,26.601185,26.980185,26.63977,5.0,237
28.834587,26.70131,28.184633,28.14061,29.033953,28.618809,26.97589,5.0,238
29.694643,28.890133,30.014828,29.157604,30.493515,29.103931,28.071907,5.0,239
26.843948,25.381725,27.08172,28.149517,28.039352,28.350546,27.091516,4.0,240
24.660538,22.742247,24.330864,25.572916,24.291185,26.33703,25.206743,5.0,241
27.85617,26.326918,27.62711,27.748354,27.979471,28.61234,27.866163,5.0,242
26.264914,25.315859,26.648893,26.56165,26.15214,27.492031,27.081757,5.0,243
26.114758,24.458735,26.194145,26.585686,26.294806,26.85102,26.014112,5.0,244
26.287355,25.058832,26.300209,27.565308,25.826403,26.109888,25.489634,2.0,245
26.466444,25.27598,26.85353,27.206985,26.149847,26.792046,25.61323,1.0,246
26.900938,25.686522,26.744228,27.389692,28.209581,27.278416,24.830795,5.0,247
28.465115,26.917103,28.290545,28.390429,27.959513,28.42978,27.498987,2.0,248
27.050783,25.860222,27.697378,27.919235,27.253332,27.066391,26.256779,1.0,249
29.02303,28.476442,29.303043,27.41087,29.673063,27.921076,27.998068,5.0,250
27.05075,26.382019,27.608078,27.637167,28.78029,26.041574,25.42312,5.0,251
26.238056,23.323204,25.26051,26.809042,27.848774,27.127161,25.228746,5.0,252
28.108397,27.259893,28.328356,28.289398,29.248287,28.406616,26.362532,5.0,253
28.588854,27.463617,28.511381,28.299501,29.198708,29.14617,27.606215,5.0,254
26.157337,24.087517,26.326887,26.970896,26.882317,26.932838,25.04396,0.0,255
25.813816,23.76807,25.48656,26.18235,25.066872,25.868189,25.417208,4.0,256
25.54644,24.474049,25.82421,26.814957,24.965443,25.84023,25.581776,5.0,257
26.070871,24.861076,26.434534,26.44306,26.361464,25.378923,25.305962,5.0,258
28.837143,27.603563,28.463085,28.771832,29.779448,28.93242,27.628656,5.0,259
26.331009,24.324091,26.089886,26.945639,25.921728,26.885458,26.48338,5.0,260
29.217455,28.21417,29.581738,28.647488,28.972673,27.946325,27.583807,4.0,261
24.862282,23.05904,25.364595,25.874205,25.086967,24.246687,24.202852,5.0,262
27.176884,25.16457,27.666899,27.885693,28.206,27.624233,26.090267,5.0,263
28.871353,27.740364,28.661343,28.633787,28.640339,29.366552,27.452604,5.0,264
25.92672,23.752224,26.028248,27.022858,25.056585,25.833397,25.005512,4.0,265
26.967009,24.202913,25.969517,26.017399,25.930454,26.446026,25.948631,5.0,266
26.03502,24.573606,26.449545,26.585644,26.30962,26.130737,26.052826,5.0,267
27.185696,26.10968,26.8017,28.282982,27.68228,28.377842,26.774275,4.0,268
25.22188,23.137207,24.734028,25.303732,24.445642,26.84234,25.20138,4.0,269
27.682161,26.741743,27.496784,27.560925,27.86754,27.841846,26.337847,3.0,270
25.455685,23.624723,25.279083,26.43108,26.115349,25.92223,24.718355,2.0,271
26.288586,24.30508,26.169619,26.58558,26.151262,26.724043,26.312916,5.0,272
26.264395,23.576715,25.98884,27.71184,25.553137,27.277159,26.973902,5.0,273
29.65257,28.728846,28.760216,27.90436,29.673471,28.643467,27.447443,5.0,274
24.836037,22.63494,24.531454,25.7321,23.872969,24.903912,23.423384,1.0,275
29.340523,28.718193,28.913128,28.293657,29.05172,29.067957,28.210218,5.0,276
27.307304,25.605305,27.489328,27.437975,26.763561,26.526436,25.885199,2.0,277
26.16029,25.445984,26.639448,26.738619,26.914768,25.891964,25.015562,5.0,278
27.047886,26.002419,27.347162,27.528912,28.040298,26.310696,25.591555,1.0,279
29.240635,27.43273,29.210278,28.367077,29.284872,29.009783,27.935537,5.0,280
28.67574,27.578743,28.328854,27.825745,28.601192,28.30808,27.212345,5.0,281
28.68935,27.119534,28.311512,27.994125,30.178377,28.632765,25.969694,5.0,282
29.219994,28.91422,29.31415,28.011833,30.644724,29.068499,28.016743,5.0,283
29.402283,28.860104,29.528412,28.156853,30.157259,29.574444,28.254717,5.0,284
27.997908,27.527304,28.63252,27.712723,28.350863,26.832249,26.979696,5.0,285
26.272528,25.030487,26.421198,26.792967,26.596193,26.793571,25.524612,5.0,286
28.414549,26.137964,27.88361,28.122889,28.69478,29.931753,27.62306,5.0,287
26.214563,24.515137,25.9389,26.965435,27.241417,26.709711,25.031054,4.0,288
28.308987,27.495337,29.230356,27.564156,29.324533,28.104576,27.20715,5.0,289
26.341112,24.802658,26.567963,26.61674,26.220716,26.068928,25.580063,5.0,290
28.607328,27.27789,27.921942,27.822624,31.463545,29.127394,25.99303,5.0,291
25.640293,24.260645,25.075026,26.233467,25.14399,26.841902,25.749908,5.0,292
26.225414,23.50766,25.493824,25.610762,25.779089,27.799332,25.754116,4.0,293
28.895496,27.565079,28.015472,28.835016,28.57361,29.62477,27.843277,4.0,294
25.912445,24.912985,25.614437,26.446323,25.7456,26.243359,24.702192,5.0,295
28.611858,28.361666,28.989237,28.532007,29.801056,28.811487,27.43256,4.0,296
27.1575,25.301422,26.467548,27.048754,27.888142,27.671038,24.761217,5.0,297
29.384212,28.265419,28.920147,28.689058,31.241234,29.436087,26.408922,4.0,298
29.558786,25.726692,27.902569,27.78656,31.193174,29.827045,26.92255,4.0,299
27.189049,24.923956,27.057245,27.14418,26.75416,26.977327,26.566952,5.0,300
26.5123,25.06804,26.74595,26.523836,26.352684,26.86971,25.38474,5.0,301
28.69872,28.40581,28.983627,29.031988,29.464485,28.426247,27.659687,0.0,302
29.88772,28.408398,29.972294,29.499205,30.744967,28.912052,27.729872,5.0,303
28.105366,26.131897,27.455088,27.109467,28.453785,28.514652,27.126495,5.0,304
27.965536,25.96067,27.823725,27.408981,28.57918,28.34495,27.746387,5.0,305
27.795439,26.372303,28.24675,27.519249,27.765116,27.74128,27.000896,5.0,306
28.726494,27.314587,28.530785,28.496029,30.847996,26.96732,26.248695,6.0,307
28.254526,27.01174,28.81056,27.84133,28.450819,27.556744,27.26225,5.0,308
23.927845,20.78333,24.050629,24.908678,22.78515,23.625954,23.229076,2.0,309
25.270147,23.074455,25.251114,26.077738,24.633362,25.90042,24.591982,0.0,310
28.167002,28.262627,28.485094,27.882147,29.020073,27.672441,25.842855,5.0,311
29.683098,29.181507,29.702972,27.9004,29.85613,28.630676,27.649176,5.0,312
29.250841,27.775396,29.11987,28.299885,30.074944,28.460896,27.961372,5.0,313
28.081577,26.507942,28.162533,27.987724,27.6998,28.285477,27.487352,5.0,314
27.022081,24.989635,26.882856,27.247742,25.896322,26.173428,25.792501,0.0,315
25.72177,23.475557,25.337767,25.173046,23.373049,24.855858,24.335686,6.0,316
28.60196,27.130373,28.145653,28.51923,31.128975,29.529562,25.81348,5.0,317
29.093828,27.93137,27.913143,28.874224,31.021866,30.544855,27.799978,5.0,318
26.285671,24.262413,26.564386,27.312836,26.44098,25.377323,25.108656,1.0,319
24.625168,23.505318,25.26057,25.19774,23.929482,24.875933,24.263247,0.0,320
24.912437,22.130936,24.126625,25.081451,24.616758,25.21886,24.418156,5.0,321
28.931257,27.931364,29.102083,28.165194,29.861526,28.487837,27.699118,6.0,322
28.92855,28.135958,28.838503,29.101814,29.54603,28.85479,27.37198,5.0,323
26.695127,26.272934,26.71661,27.322586,29.135277,28.194897,25.729172,5.0,324
28.995272,27.42536,28.344032,28.102755,28.895327,28.420958,26.4158,5.0,325
27.422638,25.429516,27.61102,27.492952,26.798033,26.998295,26.838505,5.0,326
28.692966,27.485992,28.72615,28.896393,31.34857,28.003597,26.858383,5.0,327
26.146954,24.929731,26.34017,26.391338,25.481194,26.351746,25.956944,5.0,328
25.704681,24.687485,25.92791,26.730259,26.586689,25.79305,24.313662,5.0,329
26.25251,24.014145,26.320995,26.833107,26.647335,26.72817,25.963299,3.0,330
27.586063,25.894924,26.676535,27.2548,30.219883,26.79277,24.564425,4.0,331
27.079,25.007536,27.173546,26.619293,26.025991,27.36807,26.354721,5.0,332
29.454376,29.645922,29.897448,30.225183,29.630165,28.141972,28.316776,0.0,333
25.984838,24.331457,26.265713,27.117682,27.178566,25.801353,25.297388,3.0,334
27.526995,26.540133,27.343483,27.716936,26.880741,27.304705,26.401054,4.0,335
26.47301,25.766527,26.686823,26.745625,26.061117,26.225695,25.35984,0.0,336
